,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite X,Bsite CS,Asite IP,Bsite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
113,Na,Zr,A,0.0,-21.784660000000002,0.19275,0.28978000000000004,-23.9508,-0.48262,1.33,0.76,5.118,6.8953,0.6796,0.0,1.1,0.0,0.54,1.55,0.86,52.8,41.1,5.36552,11,6.26997
114,Na,Hf,B,0.0,-21.71622,0.19719,0.29185,-27.439329999999998,-0.46078,1.3,0.775,5.118,7.6487,0.6796,0.4432,1.1,0.0,0.63,1.55,0.85,52.8,0.0,5.41188,11,6.33125
115,Na,Hf,A,0.0,-21.71622,0.19719,0.29185,-27.439329999999998,-0.46078,1.3,0.775,5.118,7.6487,0.6796,0.4432,1.1,0.0,0.63,1.55,0.85,52.8,0.0,5.41188,11,6.25261
116,Na,V,B,0.0,-21.70433,0.30451999999999996,0.36263,-38.61561,-1.8625,1.63,0.84,5.118,6.4707,0.6796,0.0,1.1,0.0,0.26,1.35,0.7775,52.8,50.6,5.353680000000001,11,5.3990800000000005
117,Na,V,A,0.0,-21.70433,0.30451999999999996,0.36263,-38.61561,-1.8625,1.63,0.84,5.118,6.4707,0.6796,0.0,1.1,0.0,0.26,1.35,0.7775,52.8,50.6,5.353680000000001,11,4.6734
118,Na,Nb,B,0.0,-22.51647,0.29435,0.36316,-30.66517,-1.76518,1.6,0.82,5.118,6.275,0.6796,0.0864,1.1,0.0,0.51,1.45,0.82,52.8,86.1,5.46769,11,3.2549200000000003
119,Na,Nb,A,0.0,-22.51647,0.29435,0.36316,-30.66517,-1.76518,1.6,0.82,5.118,6.275,0.6796,0.0864,1.1,0.0,0.51,1.45,0.82,52.8,86.1,5.46769,11,5.4603
120,Na,Ta,B,0.0,-23.84412,0.2719,0.34946,-35.09328,-3.05987,1.5,0.83,5.118,7.3632,0.6796,1.1716,1.1,0.0,0.605,1.45,0.82,52.8,31.0,5.49744,11,2.49519
121,Na,Ta,A,0.0,-23.84412,0.2719,0.34946,-35.09328,-3.05987,1.5,0.83,5.118,7.3632,0.6796,1.1716,1.1,0.0,0.605,1.45,0.82,52.8,31.0,5.49744,11,5.53765
122,Na,Cr,B,0.0,-22.24261,0.48549,0.4003,-44.3023,-2.6205,1.66,0.89,5.118,6.7401,0.6796,1.3828,1.1,0.0,0.25,1.4,0.94,52.8,64.3,5.3889,11,5.31901
123,Na,Cr,A,0.0,-22.24261,0.48549,0.4003,-44.3023,-2.6205,1.66,0.89,5.118,6.7401,0.6796,1.3828,1.1,0.0,0.25,1.4,0.94,52.8,64.3,5.3889,11,3.8650800000000003
124,Na,Mo,B,0.0,-23.90977,0.45895,0.38398000000000004,-36.285790000000006,-3.55884,2.16,0.88,5.118,6.4838,0.6796,1.3549,1.1,0.0,0.49,1.45,0.775,52.8,71.9,5.4400699999999995,11,3.4441699999999997
125,Na,Mo,A,0.0,-23.90977,0.45895,0.38398000000000004,-36.285790000000006,-3.55884,2.16,0.88,5.118,6.4838,0.6796,1.3549,1.1,0.0,0.49,1.45,0.775,52.8,71.9,5.4400699999999995,11,3.23358
126,Na,W,B,0.0,-24.66649,0.43081,0.36543000000000003,-39.72481,-4.270630000000001,2.36,0.885,5.118,7.6293,0.6796,1.9369,1.1,0.0,0.59,1.35,0.76667,52.8,78.6,5.57291,11,2.77737
127,Na,W,A,0.0,-24.66649,0.43081,0.36543000000000003,-39.72481,-4.270630000000001,2.36,0.885,5.118,7.6293,0.6796,1.9369,1.1,0.0,0.59,1.35,0.76667,52.8,78.6,5.57291,11,2.66542
128,Na,Mn,B,0.0,-21.99934,0.60464,0.41136000000000006,-49.37508,-2.58188,1.55,0.94,5.118,8.2684,0.6796,1.8221,1.1,0.0,0.23,1.4,0.6483300000000001,52.8,0.0,5.3889,11,5.8148
129,Na,Mn,A,0.0,-21.99934,0.60464,0.41136000000000006,-49.37508,-2.58188,1.55,0.94,5.118,8.2684,0.6796,1.8221,1.1,0.0,0.23,1.4,0.6483300000000001,52.8,0.0,5.3889,11,4.10939
130,Na,Re,B,0.0,-24.54455,0.57623,0.38681,-43.68084,-4.39771,1.9,0.94,5.118,7.853,0.6796,2.7319,1.1,0.0,0.565,1.35,0.7125,52.8,14.5,5.47315,11,3.4982599999999997
131,Na,Re,A,0.0,-24.54455,0.57623,0.38681,-43.68084,-4.39771,1.9,0.94,5.118,7.853,0.6796,2.7319,1.1,0.0,0.565,1.35,0.7125,52.8,14.5,5.47315,11,2.67768
132,Na,Fe,B,0.0,-21.641920000000002,0.6948300000000001,0.47785,-54.361630000000005,-2.33268,1.83,0.99,5.118,8.5601,0.6796,2.304,1.1,0.0,0.22,1.4,0.8525,52.8,15.7,5.48399,11,6.50062
133,Na,Fe,A,0.0,-21.641920000000002,0.6948300000000001,0.47785,-54.361630000000005,-2.33268,1.83,0.99,5.118,8.5601,0.6796,2.304,1.1,0.0,0.22,1.4,0.8525,52.8,15.7,5.48399,11,4.455830000000001
134,Na,Al,B,0.0,-20.70893,0.0,0.0,8.70075,-0.68376,1.61,1.66,5.118,5.7109,0.6796,0.2572,1.1,0.0,0.0,1.25,0.675,52.8,42.5,5.23881,11,7.13503
135,Na,Al,A,0.0,-20.70893,0.0,0.0,8.70075,-0.68376,1.61,1.66,5.118,5.7109,0.6796,0.2572,1.1,0.0,0.0,1.25,0.675,52.8,42.5,5.23881,11,5.72455
136,Na,Ga,B,0.0,-20.92999,0.99985,0.9966,7.15245,-0.5816,1.81,1.68,5.118,5.6565,0.6796,0.1686,1.1,0.0,0.17,1.3,0.76,52.8,28.9,5.22904,11,7.2339199999999995
137,Na,Ga,A,0.0,-20.92999,0.99985,0.9966,7.15245,-0.5816,1.81,1.68,5.118,5.6565,0.6796,0.1686,1.1,0.0,0.17,1.3,0.76,52.8,28.9,5.22904,11,5.99379
138,Na,In,B,0.0,-21.530910000000002,0.9998,0.9873299999999999,6.588210000000001,-0.51463,1.78,1.6,5.118,5.3782,0.6796,0.2822,1.1,0.0,0.36,1.55,0.94,52.8,28.9,5.19594,11,6.04142
139,Na,In,A,0.0,-21.530910000000002,0.9998,0.9873299999999999,6.588210000000001,-0.51463,1.78,1.6,5.118,5.3782,0.6796,0.2822,1.1,0.0,0.36,1.55,0.94,52.8,28.9,5.19594,11,6.34503
140,Na,Ge,A,0.0,-21.03914,0.99995,0.99929,5.19235,-1.0660100000000001,2.01,1.92,5.118,7.4167,0.6796,0.934,1.1,0.0,0.16,1.25,0.77,52.8,119.0,5.62268,11,5.48292
141,Na,Sn,B,0.0,-21.51212,0.9999,0.9985299999999999,5.30999,-0.71768,1.96,1.84,5.118,6.8885,0.6796,1.0258,1.1,0.0,0.345,1.45,0.83,52.8,107.3,5.54735,11,6.6749
142,Na,Sn,A,0.0,-21.51212,0.9999,0.9985299999999999,5.30999,-0.71768,1.96,1.84,5.118,6.8885,0.6796,1.0258,1.1,0.0,0.345,1.45,0.83,52.8,107.3,5.54735,11,6.27953
143,Na,Sb,B,0.0,-21.77711,0.9999299999999999,0.9989399999999999,3.22241,-1.41508,2.05,2.08,5.118,8.3266,0.6796,1.8032,1.1,0.0,0.335,1.45,0.83,52.8,103.2,5.68251,11,5.73599
144,Na,Sb,A,0.0,-21.77711,0.9999299999999999,0.9989399999999999,3.22241,-1.41508,2.05,2.08,5.118,8.3266,0.6796,1.8032,1.1,0.0,0.335,1.45,0.83,52.8,103.2,5.68251,11,5.56727
145,K,Sc,B,0.0,-10.28696,0.11697,0.21011999999999997,-24.58241,-0.46436000000000005,1.36,0.74,4.2663,6.8245,0.5992,0.0,1.54,0.37,0.31,1.6,0.885,48.4,18.1,5.10429,19,6.551019999999999
146,K,Sc,A,0.0,-10.28696,0.11697,0.21011999999999997,-24.58241,-0.46436000000000005,1.36,0.74,4.2663,6.8245,0.5992,0.0,1.54,0.37,0.31,1.6,0.885,48.4,18.1,5.10429,19,5.1272400000000005
147,K,Ti,B,0.0,-10.00721,0.19407,0.29004,-31.85946,-0.9705299999999999,1.54,0.79,4.2663,7.2564,0.5992,0.2526,1.54,0.37,0.28,1.4,0.85167,48.4,7.6,5.1374699999999995,19,6.93032
148,K,Ti,A,0.0,-10.00721,0.19407,0.29004,-31.85946,-0.9705299999999999,1.54,0.79,4.2663,7.2564,0.5992,0.2526,1.54,0.37,0.28,1.4,0.85167,48.4,7.6,5.1374699999999995,19,4.2948
149,Sr,Sb,B,0.0,-18.0138,0.9999600000000001,0.9993700000000001,0.09108,-3.6722300000000003,2.05,2.08,5.7777,8.3266,0.0,1.8032,1.42,0.633,0.335,1.45,0.83,5.03,103.2,5.29392,38,4.83711
150,Sr,Sb,A,0.0,-18.0138,0.9999600000000001,0.9993700000000001,0.09108,-3.6722300000000003,2.05,2.08,5.7777,8.3266,0.0,1.8032,1.42,0.633,0.335,1.45,0.83,5.03,103.2,5.29392,38,2.0380700000000003
151,Ba,Sc,B,0.0,-9.698960000000001,0.12433,0.21514,-24.76875,-0.56292,1.36,0.74,5.1752,6.8245,0.0797,0.0,1.515,0.94,0.31,1.6,0.885,13.95,18.1,5.09582,56,5.959569999999999
152,Ba,Sc,A,0.0,-9.698960000000001,0.12433,0.21514,-24.76875,-0.56292,1.36,0.74,5.1752,6.8245,0.0797,0.0,1.515,0.94,0.31,1.6,0.885,13.95,18.1,5.09582,56,4.2426
153,Ba,Ti,B,0.0,-10.22795,0.20018,0.29178000000000004,-33.20603,-2.0156400000000003,1.54,0.79,5.1752,7.2564,0.0797,0.2526,1.515,0.94,0.28,1.4,0.85167,13.95,7.6,5.12895,56,5.4413800000000005
154,Ba,Zr,B,0.0,-11.89312,0.20501999999999998,0.29404,-26.3438,-2.53022,1.33,0.76,5.1752,6.8953,0.0797,0.0,1.515,0.94,0.54,1.55,0.86,13.95,41.1,5.18424,56,3.3483699999999996
155,Ba,Zr,A,0.0,-11.89312,0.20501999999999998,0.29404,-26.3438,-2.53022,1.33,0.76,5.1752,6.8953,0.0797,0.0,1.515,0.94,0.54,1.55,0.86,13.95,41.1,5.18424,56,2.09977
156,Ba,Hf,B,0.0,-11.5251,0.21097,0.29859,-29.654840000000004,-2.2816799999999997,1.3,0.775,5.1752,7.6487,0.0797,0.4432,1.515,0.94,0.63,1.55,0.85,13.95,0.0,5.22904,56,4.7674199999999995
157,Ba,Hf,A,0.0,-11.5251,0.21097,0.29859,-29.654840000000004,-2.2816799999999997,1.3,0.775,5.1752,7.6487,0.0797,0.4432,1.515,0.94,0.63,1.55,0.85,13.95,0.0,5.22904,56,2.7447
158,Ba,V,B,0.0,-11.144969999999999,0.36089,0.30464,-39.31815,-3.4009,1.63,0.84,5.1752,6.4707,0.0797,0.0,1.515,0.94,0.26,1.35,0.7775,13.95,50.6,5.1728,56,4.70284
159,Ba,V,A,0.0,-11.144969999999999,0.36089,0.30464,-39.31815,-3.4009,1.63,0.84,5.1752,6.4707,0.0797,0.0,1.515,0.94,0.26,1.35,0.7775,13.95,50.6,5.1728,56,1.13592
160,Ba,Nb,B,0.0,-13.06138,0.38699,0.32416,-32.29305,-4.42655,1.6,0.82,5.1752,6.275,0.0797,0.0864,1.515,0.94,0.51,1.45,0.82,13.95,86.1,5.28296,56,2.71196
161,Ba,Nb,A,0.0,-13.06138,0.38699,0.32416,-32.29305,-4.42655,1.6,0.82,5.1752,6.275,0.0797,0.0864,1.515,0.94,0.51,1.45,0.82,13.95,86.1,5.28296,56,1.8715
162,Ba,Ta,B,0.0,-13.613470000000001,0.36819,0.31306,-35.99208,-5.031569999999999,1.5,0.83,5.1752,7.3632,0.0797,1.1716,1.515,0.94,0.605,1.45,0.82,13.95,31.0,5.3117,56,2.22225
163,Ba,Ta,A,0.0,-13.613470000000001,0.36819,0.31306,-35.99208,-5.031569999999999,1.5,0.83,5.1752,7.3632,0.0797,1.1716,1.515,0.94,0.605,1.45,0.82,13.95,31.0,5.3117,56,2.36575
164,Ba,Cr,B,0.0,-10.7241,0.5332600000000001,0.34326,-44.20008,-3.21496,1.66,0.89,5.1752,6.7401,0.0797,1.3828,1.515,0.94,0.25,1.4,0.94,13.95,64.3,5.20683,56,5.110119999999999
165,Ba,Cr,A,0.0,-10.7241,0.5332600000000001,0.34326,-44.20008,-3.21496,1.66,0.89,5.1752,6.7401,0.0797,1.3828,1.515,0.94,0.25,1.4,0.94,13.95,64.3,5.20683,56,1.29324
166,Ba,Mo,B,0.0,-12.56,0.53354,0.34526,-36.29487,-4.31349,2.16,0.88,5.1752,6.4838,0.0797,1.3549,1.515,0.94,0.49,1.45,0.775,13.95,71.9,5.25627,56,3.25537
167,Ba,Mo,A,0.0,-12.56,0.53354,0.34526,-36.29487,-4.31349,2.16,0.88,5.1752,6.4838,0.0797,1.3549,1.515,0.94,0.49,1.45,0.775,13.95,71.9,5.25627,56,1.54483
168,Ba,W,B,0.0,-13.22905,0.51441,0.32931,-39.71598,-4.99927,2.36,0.885,5.1752,7.6293,0.0797,1.9369,1.515,0.94,0.59,1.35,0.76667,13.95,78.6,5.3846300000000005,56,2.76397
169,Ba,W,A,0.0,-13.22905,0.51441,0.32931,-39.71598,-4.99927,2.36,0.885,5.1752,7.6293,0.0797,1.9369,1.515,0.94,0.59,1.35,0.76667,13.95,78.6,5.3846300000000005,56,2.14456
170,Ba,Mn,B,0.0,-10.23321,0.6359199999999999,0.36096999999999996,-48.92411,-2.8438,1.55,0.94,5.1752,8.2684,0.0797,1.8221,1.515,0.94,0.23,1.4,0.6483300000000001,13.95,0.0,5.20683,56,5.7523800000000005
171,Ba,Mn,A,0.0,-10.23321,0.6359199999999999,0.36096999999999996,-48.92411,-2.8438,1.55,0.94,5.1752,8.2684,0.0797,1.8221,1.515,0.94,0.23,1.4,0.6483300000000001,13.95,0.0,5.20683,56,1.7044400000000002
172,Ba,Re,B,0.0,-12.666830000000001,0.65496,0.34945,-43.224990000000005,-4.6102300000000005,1.9,0.94,5.1752,7.853,0.0797,2.7319,1.515,0.94,0.565,1.35,0.7125,13.95,14.5,5.28823,56,3.73165
173,Ba,Re,A,0.0,-12.666830000000001,0.65496,0.34945,-43.224990000000005,-4.6102300000000005,1.9,0.94,5.1752,7.853,0.0797,2.7319,1.515,0.94,0.565,1.35,0.7125,13.95,14.5,5.28823,56,1.566
174,Ba,Fe,B,0.0,-9.78154,0.7219,0.43101999999999996,-53.7556,-2.42426,1.83,0.99,5.1752,8.5601,0.0797,2.304,1.515,0.94,0.22,1.4,0.8525,13.95,15.7,5.29871,56,6.33615
175,Ba,Fe,A,0.0,-9.78154,0.7219,0.43101999999999996,-53.7556,-2.42426,1.83,0.99,5.1752,8.5601,0.0797,2.304,1.515,0.94,0.22,1.4,0.8525,13.95,15.7,5.29871,56,2.13974
176,Ba,Al,A,0.0,-8.674339999999999,0.0,0.0,6.4294400000000005,-0.71023,1.61,1.66,5.1752,5.7109,0.0797,0.2572,1.515,0.94,0.0,1.25,0.675,13.95,42.5,5.0618099999999995,56,3.39515
177,Ba,Al,B,0.0,-8.674339999999999,0.0,0.0,6.4294400000000005,-0.71023,1.61,1.66,5.1752,5.7109,0.0797,0.2572,1.515,0.94,0.0,1.25,0.675,13.95,42.5,5.0618099999999995,56,7.0536
178,Ba,Ga,B,0.0,-9.0258,0.99989,0.9982700000000001,5.60503,-0.61149,1.81,1.68,5.1752,5.6565,0.0797,0.1686,1.515,0.94,0.17,1.3,0.76,13.95,28.9,5.05237,56,7.04028
179,Ba,Ga,A,0.0,-9.0258,0.99989,0.9982700000000001,5.60503,-0.61149,1.81,1.68,5.1752,5.6565,0.0797,0.1686,1.515,0.94,0.17,1.3,0.76,13.95,28.9,5.05237,56,3.8498699999999997
180,Ba,In,B,0.0,-9.818010000000001,0.99982,0.99061,5.34473,-0.54235,1.78,1.6,5.1752,5.3782,0.0797,0.2822,1.515,0.94,0.36,1.55,0.94,13.95,28.9,5.02039,56,5.8849599999999995
181,Ba,In,A,0.0,-9.818010000000001,0.99982,0.99061,5.34473,-0.54235,1.78,1.6,5.1752,5.3782,0.0797,0.2822,1.515,0.94,0.36,1.55,0.94,13.95,28.9,5.02039,56,4.28979
182,Ba,Ge,B,0.0,-9.04822,0.9999600000000001,0.9994200000000001,3.6104199999999995,-1.0719,2.01,1.92,5.1752,7.4167,0.0797,0.934,1.515,0.94,0.16,1.25,0.77,13.95,119.0,5.43271,56,6.37345
183,Ba,Ge,A,0.0,-9.04822,0.9999600000000001,0.9994200000000001,3.6104199999999995,-1.0719,2.01,1.92,5.1752,7.4167,0.0797,0.934,1.515,0.94,0.16,1.25,0.77,13.95,119.0,5.43271,56,2.91593
184,Ba,Sn,A,0.0,-9.80838,0.9999,0.99866,4.016430000000001,-0.88382,1.96,1.84,5.1752,6.8885,0.0797,1.0258,1.515,0.94,0.345,1.45,0.83,13.95,107.3,5.35993,56,3.6998599999999997
185,Ba,Sb,B,0.0,-12.518289999999999,0.9999600000000001,0.99941,0.31628,-3.19548,2.05,2.08,5.1752,8.3266,0.0797,1.8032,1.515,0.94,0.335,1.45,0.83,13.95,103.2,5.49052,56,4.76167
186,Ba,Sb,A,0.0,-12.518289999999999,0.9999600000000001,0.99941,0.31628,-3.19548,2.05,2.08,5.1752,8.3266,0.0797,1.8032,1.515,0.94,0.335,1.45,0.83,13.95,103.2,5.49052,56,1.66813
187,Y,W,B,0.15217999999999998,-24.9368,0.53289,0.32918000000000003,-39.43072,-5.74301,2.36,0.885,6.5236,7.6293,0.0,1.9369,1.32,0.58,0.59,1.35,0.76667,29.6,78.6,5.69996,39,2.54315
188,Y,W,A,0.15217999999999998,-24.9368,0.53289,0.32918000000000003,-39.43072,-5.74301,2.36,0.885,6.5236,7.6293,0.0,1.9369,1.32,0.58,0.59,1.35,0.76667,29.6,78.6,5.69996,39,2.69323
189,Y,Mn,B,0.15819,-23.72106,0.66662,0.30319,-48.51737,-4.28145,1.55,0.94,6.5236,8.2684,0.0,1.8221,1.32,0.58,0.23,1.4,0.6483300000000001,29.6,0.0,5.51175,39,4.05625
190,Y,Mn,A,0.15819,-23.72106,0.66662,0.30319,-48.51737,-4.28145,1.55,0.94,6.5236,8.2684,0.0,1.8221,1.32,0.58,0.23,1.4,0.6483300000000001,29.6,0.0,5.51175,39,2.41909
191,Y,Re,B,0.14394,-24.85248,0.6715300000000001,0.34185,-42.885040000000004,-5.46235,1.9,0.94,6.5236,7.853,0.0,2.7319,1.32,0.58,0.565,1.35,0.7125,29.6,14.5,5.59791,39,2.94028
192,Y,Re,A,0.14394,-24.85248,0.6715300000000001,0.34185,-42.885040000000004,-5.46235,1.9,0.94,6.5236,7.853,0.0,2.7319,1.32,0.58,0.565,1.35,0.7125,29.6,14.5,5.59791,39,2.98677
193,Y,Fe,B,0.15796,-23.02484,0.84385,0.33654,-53.35911,-3.6968099999999997,1.83,0.99,6.5236,8.5601,0.0,2.304,1.32,0.58,0.22,1.4,0.8525,29.6,15.7,5.60901,39,4.69191
194,Y,Fe,A,0.15796,-23.02484,0.84385,0.33654,-53.35911,-3.6968099999999997,1.83,0.99,6.5236,8.5601,0.0,2.304,1.32,0.58,0.22,1.4,0.8525,29.6,15.7,5.60901,39,2.64303
195,Y,Al,A,0.15522,-22.30335,0.0,0.0,6.45078,-2.20655,1.61,1.66,6.5236,5.7109,0.0,0.2572,1.32,0.58,0.0,1.25,0.675,29.6,42.5,5.358230000000001,39,2.62942
196,Y,Ga,B,0.14570999999999998,-23.7706,0.9996799999999999,0.99874,3.33,-3.13007,1.81,1.68,6.5236,5.6565,0.0,0.1686,1.32,0.58,0.17,1.3,0.76,29.6,28.9,5.3482400000000005,39,5.55548
197,Y,Ga,A,0.14570999999999998,-23.7706,0.9996799999999999,0.99874,3.33,-3.13007,1.81,1.68,6.5236,5.6565,0.0,0.1686,1.32,0.58,0.17,1.3,0.76,29.6,28.9,5.3482400000000005,39,2.49335
198,Y,In,B,0.13319,-24.37514,0.99944,0.9977299999999999,3.1562900000000003,-2.38377,1.78,1.6,6.5236,5.3782,0.0,0.2822,1.32,0.58,0.36,1.55,0.94,29.6,28.9,5.31439,39,4.01368
199,Y,In,A,0.13319,-24.37514,0.99944,0.9977299999999999,3.1562900000000003,-2.38377,1.78,1.6,6.5236,5.3782,0.0,0.2822,1.32,0.58,0.36,1.55,0.94,29.6,28.9,5.31439,39,3.22359
200,Y,Ge,B,0.1287,-25.28961,0.99992,0.9994200000000001,0.35502,-5.2218,2.01,1.92,6.5236,7.4167,0.0,0.934,1.32,0.58,0.16,1.25,0.77,29.6,119.0,5.750859999999999,39,5.21364
201,Y,Ge,A,0.1287,-25.28961,0.99992,0.9994200000000001,0.35502,-5.2218,2.01,1.92,6.5236,7.4167,0.0,0.934,1.32,0.58,0.16,1.25,0.77,29.6,119.0,5.750859999999999,39,2.56245
202,Y,Sn,B,0.11837,-25.42484,0.9998,0.99871,0.526,-4.85762,1.96,1.84,6.5236,6.8885,0.0,1.0258,1.32,0.58,0.345,1.45,0.83,29.6,107.3,5.67381,39,4.93657
203,Y,Sn,A,0.11837,-25.42484,0.9998,0.99871,0.526,-4.85762,1.96,1.84,6.5236,6.8885,0.0,1.0258,1.32,0.58,0.345,1.45,0.83,29.6,107.3,5.67381,39,2.9204
204,Y,Sb,B,0.1332,-25.52486,0.99992,0.9995299999999999,-0.10693,-4.1852,2.05,2.08,6.5236,8.3266,0.0,1.8032,1.32,0.58,0.335,1.45,0.83,29.6,103.2,5.81205,39,2.78009
205,Y,Sb,A,0.1332,-25.52486,0.99992,0.9995299999999999,-0.10693,-4.1852,2.05,2.08,6.5236,8.3266,0.0,1.8032,1.32,0.58,0.335,1.45,0.83,29.6,103.2,5.81205,39,2.7744
206,Li,Sc,B,0.0,0.0,0.12044,0.21598,-24.13025,-0.4598,1.36,0.74,5.3425,6.8245,0.7046,0.0,0.985,0.0,0.31,1.6,0.885,59.6,18.1,5.33194,3,7.14642
207,Li,Sc,A,0.0,0.0,0.12044,0.21598,-24.13025,-0.4598,1.36,0.74,5.3425,6.8245,0.7046,0.0,0.985,0.0,0.31,1.6,0.885,59.6,18.1,5.33194,3,7.8376
208,Li,Ti,B,0.0,0.0,0.19422999999999999,0.29716,-31.53465,-1.04,1.54,0.79,5.3425,7.2564,0.7046,0.2526,0.985,0.0,0.28,1.4,0.85167,59.6,7.6,5.36661,3,7.23332
209,Li,Ti,A,0.0,0.0,0.19422999999999999,0.29716,-31.53465,-1.04,1.54,0.79,5.3425,7.2564,0.7046,0.2526,0.985,0.0,0.28,1.4,0.85167,59.6,7.6,5.36661,3,7.60907
210,Li,Zr,B,0.0,0.0,0.19349,0.29036999999999996,-23.8542,-0.47662,1.33,0.76,5.3425,6.8953,0.7046,0.0,0.985,0.0,0.54,1.55,0.86,59.6,41.1,5.42446,3,6.891139999999999
211,Li,Zr,A,0.0,0.0,0.19349,0.29036999999999996,-23.8542,-0.47662,1.33,0.76,5.3425,6.8953,0.7046,0.0,0.985,0.0,0.54,1.55,0.86,59.6,41.1,5.42446,3,7.8700399999999995
212,Li,Hf,B,0.0,0.0,0.1984,0.29216,-27.33698,-0.44932,1.3,0.775,5.3425,7.6487,0.7046,0.4432,0.985,0.0,0.63,1.55,0.85,59.6,0.0,5.47133,3,6.85681
213,Li,Hf,A,0.0,0.0,0.1984,0.29216,-27.33698,-0.44932,1.3,0.775,5.3425,7.6487,0.7046,0.4432,0.985,0.0,0.63,1.55,0.85,59.6,0.0,5.47133,3,7.87465
214,Li,V,B,0.0,0.0,0.30344,0.36538000000000004,-38.583870000000005,-1.9081299999999999,1.63,0.84,5.3425,6.4707,0.7046,0.0,0.985,0.0,0.26,1.35,0.7775,59.6,50.6,5.41248,3,5.94784
215,Li,V,A,0.0,0.0,0.30344,0.36538000000000004,-38.583870000000005,-1.9081299999999999,1.63,0.84,5.3425,6.4707,0.7046,0.0,0.985,0.0,0.26,1.35,0.7775,59.6,50.6,5.41248,3,6.602469999999999
216,Li,Nb,B,0.0,0.0,0.29441,0.36403,-30.92432,-2.1007700000000002,1.6,0.82,5.3425,6.275,0.7046,0.0864,0.985,0.0,0.51,1.45,0.82,59.6,86.1,5.52775,3,4.3886
217,Li,Nb,A,0.0,0.0,0.29441,0.36403,-30.92432,-2.1007700000000002,1.6,0.82,5.3425,6.275,0.7046,0.0864,0.985,0.0,0.51,1.45,0.82,59.6,86.1,5.52775,3,7.2428
218,Li,Ta,B,0.0,0.0,0.27224,0.35004,-34.8632,-2.90805,1.5,0.83,5.3425,7.3632,0.7046,1.1716,0.985,0.0,0.605,1.45,0.82,59.6,31.0,5.5578199999999995,3,3.58711
219,Li,Ta,A,0.0,0.0,0.27224,0.35004,-34.8632,-2.90805,1.5,0.83,5.3425,7.3632,0.7046,1.1716,0.985,0.0,0.605,1.45,0.82,59.6,31.0,5.5578199999999995,3,7.0655399999999995
220,Li,Cr,B,0.0,0.0,0.48103999999999997,0.4032,-44.29096,-2.6771599999999998,1.66,0.89,5.3425,6.7401,0.7046,1.3828,0.985,0.0,0.25,1.4,0.94,59.6,64.3,5.4481,3,5.51673
221,Li,Cr,A,0.0,0.0,0.48103999999999997,0.4032,-44.29096,-2.6771599999999998,1.66,0.89,5.3425,6.7401,0.7046,1.3828,0.985,0.0,0.25,1.4,0.94,59.6,64.3,5.4481,3,5.41769
222,K,Ge,B,0.0,-9.68246,0.99997,0.99936,4.823580000000001,-0.90109,2.01,1.92,4.2663,7.4167,0.5992,0.934,1.54,0.37,0.16,1.25,0.77,48.4,119.0,5.44174,19,7.40428
223,K,Ge,A,0.0,-9.68246,0.99997,0.99936,4.823580000000001,-0.90109,2.01,1.92,4.2663,7.4167,0.5992,0.934,1.54,0.37,0.16,1.25,0.77,48.4,119.0,5.44174,19,3.9913300000000005
224,K,Sn,B,0.0,-10.2859,0.99992,0.9986299999999999,5.12044,-0.65186,1.96,1.84,4.2663,6.8885,0.5992,1.0258,1.54,0.37,0.345,1.45,0.83,48.4,107.3,5.36883,19,6.63698
225,K,Sn,A,0.0,-10.2859,0.99992,0.9986299999999999,5.12044,-0.65186,1.96,1.84,4.2663,6.8885,0.5992,1.0258,1.54,0.37,0.345,1.45,0.83,48.4,107.3,5.36883,19,4.89814
226,K,Sb,B,0.0,-10.48502,0.99995,0.9990100000000001,2.99638,-1.30102,2.05,2.08,4.2663,8.3266,0.5992,1.8032,1.54,0.37,0.335,1.45,0.83,48.4,103.2,5.49964,19,6.074380000000001
227,K,Sb,A,0.0,-10.48502,0.99995,0.9990100000000001,2.99638,-1.30102,2.05,2.08,4.2663,8.3266,0.5992,1.8032,1.54,0.37,0.335,1.45,0.83,48.4,103.2,5.49964,19,4.37967
228,Rb,Sc,B,0.0,-7.2363800000000005,0.11475999999999999,0.20605,-24.84574,-0.43085,1.36,0.74,4.0528,6.8245,0.5794,0.0,1.67,0.71,0.31,1.6,0.885,46.9,18.1,5.07009,37,6.6437
229,Rb,Sc,A,0.0,-7.2363800000000005,0.11475999999999999,0.20605,-24.84574,-0.43085,1.36,0.74,4.0528,6.8245,0.5794,0.0,1.67,0.71,0.31,1.6,0.885,46.9,18.1,5.07009,37,4.65867
230,Rb,Ti,B,0.0,-6.913139999999999,0.19415,0.28536999999999996,-32.059670000000004,-0.88235,1.54,0.79,4.0528,7.2564,0.5794,0.2526,1.67,0.71,0.28,1.4,0.85167,46.9,7.6,5.10305,37,7.03799
231,Rb,Ti,A,0.0,-6.913139999999999,0.19415,0.28536999999999996,-32.059670000000004,-0.88235,1.54,0.79,4.0528,7.2564,0.5794,0.2526,1.67,0.71,0.28,1.4,0.85167,46.9,7.6,5.10305,37,3.7354
