,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite CS,Asite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,GM,Asite Z,Work function
857,Tl,Ta,A,0.99868,3.73538,0.26195,0.33994,-35.0651,-2.38556,0.83,5.273,0.3103,1.1716,1.015,0.46299999999999997,1.45,0.82,19.2,5.62628,81,4.7518400000000005
859,Tl,Sc,A,0.9990000000000001,4.66199,0.11214,0.21885,-24.55263,-0.58158,0.74,5.273,0.3103,0.0,1.015,0.46299999999999997,1.6,0.885,19.2,5.39762,81,6.75661
861,In,Sb,A,0.99957,3.49337,0.99995,0.99913,1.52371,-2.68292,2.08,5.3782,0.2822,1.8032,0.94,0.36,1.45,0.83,28.9,5.77888,49,4.153580000000002
864,In,In,A,0.99955,5.35561,0.99955,0.99975,5.35561,-0.79864,1.6,5.3782,0.2822,0.2822,0.94,0.36,1.55,0.94,28.9,5.28406,49,6.63811
865,In,In,A,0.99955,5.35561,0.99955,0.99975,5.35561,-0.79864,1.6,5.3782,0.2822,0.2822,0.94,0.36,1.55,0.94,28.9,5.28406,49,6.63811
867,In,Ge,A,0.99938,3.61597,0.99994,0.99935,2.76811,-2.90301,1.92,5.3782,0.2822,0.934,0.94,0.36,1.25,0.77,28.9,5.7180300000000015,49,4.3974400000000005
869,In,Sn,A,0.9995,3.79676,0.99982,0.99861,3.93273,-1.95155,1.84,5.3782,0.2822,1.0258,0.94,0.36,1.45,0.83,28.9,5.6414300000000015,49,4.55553
871,Tl,V,A,0.99895,4.2752300000000005,0.32034,0.32589,-39.02293,-2.43114,0.84,5.273,0.3103,0.0,1.015,0.46299999999999997,1.35,0.7775,19.2,5.47915,81,3.96445
873,Tl,Nb,A,0.99876,3.79652,0.28673000000000004,0.3543,-31.820970000000006,-2.3848700000000003,0.82,5.273,0.3103,0.0864,1.015,0.46299999999999997,1.45,0.82,19.2,5.59583,81,4.73201
875,Tl,Zr,A,0.99891,4.49078,0.18507,0.29119,-24.45028,-0.66802,0.76,5.273,0.3103,0.0,1.015,0.46299999999999997,1.55,0.86,19.2,5.49127,81,5.76823
877,Tl,Hf,A,0.9987,4.5360000000000005,0.19135,0.2939,-27.99498,-0.67255,0.775,5.273,0.3103,0.4432,1.015,0.46299999999999997,1.55,0.85,19.2,5.53872,81,5.711130000000002
879,Tl,Ti,A,0.99898,4.37753,0.18633,0.2939,-32.70038,-1.58553,0.79,5.273,0.3103,0.2526,1.015,0.46299999999999997,1.4,0.85167,19.2,5.43271,81,5.09074
881,In,Ga,A,0.99937,4.9729,0.99953,0.99874,6.47056,-0.96187,1.68,5.3782,0.2822,0.1686,0.94,0.36,1.3,0.76,28.9,5.31772,49,5.9543599999999985
883,In,Al,A,0.99917,5.3359,0.0,0.0,8.4505,-1.12869,1.66,5.3782,0.2822,0.2572,0.94,0.36,1.25,0.675,28.9,5.32765,49,5.3547400000000005
885,In,Fe,A,0.99957,3.58212,0.7832899999999999,0.37396,-53.61952,-2.9272,0.99,5.3782,0.2822,2.3040000000000003,0.94,0.36,1.4,0.8525,28.9,5.577000000000001,49,4.66646
887,Sb,Ta,A,0.9999,-1.07472,0.30706,0.32943,-35.98,-4.3642400000000015,0.83,8.3266,1.8032,1.1716,0.83,0.335,1.45,0.82,103.2,6.1142,51,5.00129
890,Sb,Nb,A,0.99991,-1.02131,0.33432,0.33548,-32.21092,-4.08211,0.82,8.3266,1.8032,0.0864,0.83,0.335,1.45,0.82,103.2,6.08111,51,5.0481099999999985
892,Sb,Ti,A,0.99993,-1.01166,0.19983,0.2838,-34.29623,-3.87879,0.79,8.3266,1.8032,0.2526,0.83,0.335,1.4,0.85167,103.2,5.90385,51,4.89513
894,Sb,Hf,A,0.99987,-0.70133,0.1954,0.33779000000000003,-30.15841,-3.26278,0.775,8.3266,1.8032,0.4432,0.83,0.335,1.55,0.85,103.2,6.01905,51,5.10452
896,Sb,Zr,A,0.9999,-0.7353,0.18863,0.29925,-26.522920000000006,-3.01518,0.76,8.3266,1.8032,0.0,0.83,0.335,1.55,0.86,103.2,5.96749,51,4.94991
898,Sb,Sc,A,0.99991,0.64651,0.11861,0.23169,-24.40701,-0.97035,0.74,8.3266,1.8032,0.0,0.83,0.335,1.6,0.885,103.2,5.86571,51,5.464930000000002
900,Bi,Sb,A,0.99984,-0.74226,0.99998,0.99943,0.30805,-3.58702,2.08,7.9894,1.7888,1.8032,0.92,0.43799999999999994,1.45,0.83,91.2,7.05722,83,4.94496
902,Bi,In,A,0.99974,0.67913,0.99957,0.99784,4.51256,-1.4004,1.6,7.9894,1.7888,0.2822,0.92,0.43799999999999994,1.55,0.94,91.2,6.45294,83,5.00155
904,Bi,Sn,A,0.99974,-0.45361,0.99992,0.99877,1.83315,-3.3897,1.84,7.9894,1.7888,1.0258,0.92,0.43799999999999994,1.45,0.83,91.2,6.889360000000001,83,4.70962
906,Bi,Ge,A,0.99972,-0.74621,0.99997,0.99946,0.95764,-4.0808300000000015,1.92,7.9894,1.7888,0.934,0.92,0.43799999999999994,1.25,0.77,91.2,6.98292,83,4.63152
908,Pb,Sb,A,0.99968,0.5279,0.99997,0.9994,0.4358800000000001,-3.4759300000000004,2.08,6.6709,1.0412,1.8032,0.96,0.45,1.45,0.83,35.1,6.0504,82,3.12658
910,Bi,Ga,A,0.99964,1.07539,0.99978,0.99885,4.43993,-1.84545,1.68,7.9894,1.7888,0.1686,0.92,0.43799999999999994,1.3,0.76,91.2,6.49404,83,3.59847
911,Pb,Sn,A,0.99949,3.47822,0.99993,0.99866,4.52349,-0.92284,1.84,6.6709,1.0412,1.0258,0.96,0.45,1.45,0.83,35.1,5.90649,82,4.92356
914,Pb,In,A,0.99951,3.70923,0.99983,0.99055,6.03839,-0.57358,1.6,6.6709,1.0412,0.2822,0.96,0.45,1.55,0.94,35.1,5.53233,82,5.98694
916,Pb,Ge,A,0.9994,3.92954,0.99997,0.99939,3.8514,-1.28347,1.92,6.6709,1.0412,0.934,0.96,0.45,1.25,0.77,35.1,5.9867,82,4.36155
918,Pb,Ga,A,0.99936,4.2644199999999985,0.99983,0.99876,6.23302,-0.65289,1.68,6.6709,1.0412,0.1686,0.96,0.45,1.3,0.76,35.1,5.56757,82,5.76034
920,Pb,Fe,A,0.9996,2.72227,0.7710600000000001,0.4029,-53.648,-2.61328,0.99,6.6709,1.0412,2.3040000000000003,0.96,0.45,1.4,0.8525,35.1,5.83903,82,3.92429
922,Pb,Al,A,0.99909,4.41929,0.0,0.0,7.89465,-0.8513,1.66,6.6709,1.0412,0.2572,0.96,0.45,1.25,0.675,35.1,5.57797,82,5.33501
924,Pb,Mn,A,0.99962,2.31248,0.65259,0.34469,-48.87543,-2.95328,0.94,6.6709,1.0412,1.8221,0.96,0.45,1.4,0.6483300000000001,35.1,5.73779,82,3.51891
926,Pb,Re,A,0.99971,0.11334,0.63647,0.35162,-43.20246,-4.5402,0.94,6.6709,1.0412,2.7319,0.96,0.45,1.35,0.7125,35.1,5.82748,82,2.64326
928,Pb,Mo,A,0.99964,0.27702,0.51225,0.34656,-36.22578,-4.23525,0.88,6.6709,1.0412,1.3549,0.96,0.45,1.45,0.775,35.1,5.7922699999999985,82,2.65821
930,Pb,W,A,0.99964,-0.13172,0.48652,0.33443,-39.68078,-4.74708,0.885,6.6709,1.0412,1.9369,0.96,0.45,1.35,0.76667,35.1,5.93371,82,3.26025
932,Pb,Cr,A,0.99962,1.86884,0.51804,0.34244,-44.17744,-3.27515,0.89,6.6709,1.0412,1.3828,0.96,0.45,1.4,0.94,35.1,5.73779,82,3.0432
934,Bi,Fe,A,0.99983,-0.06856,0.8220000000000001,0.325,-53.29446,-3.51012,0.99,7.9894,1.7888,2.3040000000000003,0.92,0.43799999999999994,1.4,0.8525,91.2,6.8106800000000005,83,3.4059699999999995
937,Bi,Cr,A,0.99983,-0.79322,0.52818,0.30933,-43.8776,-4.15229,0.89,7.9894,1.7888,1.3828,0.92,0.43799999999999994,1.4,0.94,91.2,6.69258,83,3.45473
939,Bi,Mo,A,0.99983,-0.98268,0.5194,0.34566,-36.22124,-4.33355,0.88,7.9894,1.7888,1.3549,0.92,0.43799999999999994,1.45,0.775,91.2,6.7561300000000015,83,3.2561400000000003
941,Bi,Nb,A,0.99977,-0.95459,0.35506,0.32999,-32.21029,-4.18016,0.82,7.9894,1.7888,0.0864,0.92,0.43799999999999994,1.45,0.82,91.2,6.7904300000000015,83,4.70432
943,Bi,Ta,A,0.99976,-1.07454,0.32142,0.32301,-35.99071,-4.47936,0.83,7.9894,1.7888,1.1716,0.92,0.43799999999999994,1.45,0.82,91.2,6.827369999999998,83,4.60375
945,Bi,V,A,0.99984,-0.99452,0.37846,0.28211,-39.15102,-4.25661,0.84,7.9894,1.7888,0.0,0.92,0.43799999999999994,1.35,0.7775,91.2,6.64884,83,3.66774
948,Sb,Sb,A,0.99993,-0.24125,0.99993,0.99997,-0.24125,-3.60969,2.08,8.3266,1.8032,1.8032,0.83,0.335,1.45,0.83,103.2,6.3200400000000005,51,5.26636
949,Sb,Sb,A,0.99993,-0.24125,0.99993,0.99997,-0.24125,-3.60969,2.08,8.3266,1.8032,1.8032,0.83,0.335,1.45,0.83,103.2,6.3200400000000005,51,5.26636
951,Bi,Zr,A,0.99974,-0.70111,0.19002,0.29501,-26.91139,-3.26761,0.76,7.9894,1.7888,0.0,0.92,0.43799999999999994,1.55,0.86,91.2,6.66355,83,4.7366800000000016
953,Bi,Sc,A,0.99976,0.5666,0.11925,0.2281,-24.94895,-1.35745,0.74,7.9894,1.7888,0.0,0.92,0.43799999999999994,1.6,0.885,91.2,6.5499,83,4.49585
955,Bi,Ti,A,0.9998,-0.90831,0.20228,0.27594,-34.2928,-3.97117,0.79,7.9894,1.7888,0.2526,0.92,0.43799999999999994,1.4,0.85167,91.2,6.59248,83,4.50201
957,Bi,Hf,A,0.99968,-0.68291,0.19606,0.30197,-30.56244,-3.38099,0.775,7.9894,1.7888,0.4432,0.92,0.43799999999999994,1.55,0.85,91.2,6.72112,83,4.68521
959,Sb,Sn,A,0.99989,-0.54432,0.99991,0.99877,1.68924,-3.35365,1.84,8.3266,1.8032,1.0258,0.83,0.335,1.45,0.83,103.2,6.16971,51,5.05847
961,Sb,In,A,0.9999,0.31726,0.99948,0.99779,3.72832,-1.49778,1.6,8.3266,1.8032,0.2822,0.83,0.335,1.55,0.94,103.2,5.77888,51,6.00312
963,Sb,Ge,A,0.99988,-0.7812100000000001,0.99997,0.99943,0.8583700000000001,-4.03412,1.92,8.3266,1.8032,0.934,0.83,0.335,1.25,0.77,103.2,6.25349,51,4.88512
965,Sb,Fe,A,0.99994,-0.38657,0.83226,0.32725,-53.32368,-3.65373,0.99,8.3266,1.8032,2.3040000000000003,0.83,0.335,1.4,0.8525,103.2,6.09925,51,4.1959
967,Sb,Ga,A,0.99985,0.8640100000000001,0.99973,0.99893,3.76874,-1.77452,1.68,8.3266,1.8032,0.1686,0.83,0.335,1.3,0.76,103.2,5.81569,51,4.46373
969,Sb,Al,A,0.99976,1.19135,0.0,0.0,6.795960000000001,-1.7687099999999998,1.66,8.3266,1.8032,0.2572,0.83,0.335,1.25,0.675,103.2,5.82655,51,3.85084
971,Sb,Re,A,0.99995,-1.05723,0.61478,0.35699000000000003,-43.14076,-4.5024,0.94,8.3266,1.8032,2.7319,0.83,0.335,1.35,0.7125,103.2,6.08718,51,3.11885
973,Sb,Mn,A,0.99995,-0.73938,0.66659,0.30546,-48.52918,-3.97637,0.94,8.3266,1.8032,1.8221,0.83,0.335,1.4,0.6483300000000001,103.2,5.99349,51,4.05708
976,Sb,V,A,0.99994,-1.13286,0.36443,0.29039,-39.19985,-4.22876,0.84,8.3266,1.8032,0.0,0.83,0.335,1.35,0.7775,103.2,5.95431,51,3.94029
978,Sb,Cr,A,0.99994,-0.98698,0.55089,0.31711,-43.92056,-4.17349,0.89,8.3266,1.8032,1.3828,0.83,0.335,1.4,0.94,103.2,5.99349,51,3.96902
980,Mg,Ir,A,0.0,-44.58844000000001,0.8611,0.48702,-50.17328,-3.55188,1.05,7.9081,0.0,2.166,0.9,0.0,1.35,0.765,0.0,6.13349,12,4.94992
981,Cs,Ir,A,0.0,-5.64776,0.81013,0.43544,-64.22166,-2.39365,1.05,3.6887,0.5471,2.166,1.71,0.0,1.35,0.765,45.5,5.50292,55,2.3900900000000003
983,Rb,Ir,A,0.0,-8.55835,0.80009,0.49748,-9.99596,-2.57647,1.05,4.0528,0.5794,2.166,1.67,0.71,1.35,0.765,46.9,5.58142,37,2.4703
985,K,Ir,A,0.0,-11.75033,0.82536,0.4981600000000001,-50.93351,-2.83778,1.05,4.2663,0.5992,2.166,1.54,0.37,1.35,0.765,48.4,5.61907,19,2.9087
987,Na,Ir,A,0.0,-23.06652,0.8716200000000001,0.44872,-48.15735,-3.0278,1.05,5.118,0.6796,2.166,1.1,0.0,1.35,0.765,52.8,5.80591,11,4.06539
989,Li,Ir,A,0.0,0.0,0.81166,0.54098,-57.99671,-3.17339,1.05,5.3425,0.7046,2.166,0.985,0.0,1.35,0.765,59.6,5.86969,3,5.62936
991,Mg,Ru,A,0.0,-44.58528,0.74245,0.35165,-43.92882,-3.46817,1.0,7.9081,0.0,1.3893,0.9,0.0,1.3,0.6609999999999999,0.0,5.913869999999998,12,4.7569300000000005
993,Mg,Os,A,0.0,-45.20276,0.73978,0.31183,-47.00266,-3.94755,0.995,7.9081,0.0,3.5529,0.9,0.0,1.3,0.6729999999999999,0.0,6.01545,12,4.21626
995,Sr,Ru,A,0.0,-16.33905,0.8192299999999999,0.45435,-52.61294,-3.3127800000000005,1.0,5.7777,0.0,1.3893,1.42,0.633,1.3,0.6609999999999999,5.03,5.2152,38,2.49613
997,Y,Ru,A,0.13957999999999998,-24.30472,0.8862700000000001,0.42462,-40.12472,-4.17899,1.0,6.5236,0.0,1.3893,1.32,0.58,1.3,0.6609999999999999,29.6,5.7256300000000016,39,3.63631
999,V,Ru,A,0.20809,-40.72671,0.8533,0.47363,-43.57938,-4.46139,1.0,6.4707,0.0,1.3893,1.09,0.26,1.3,0.6609999999999999,50.6,5.86578,23,6.51219
1001,Mn,Ru,A,0.5586399999999999,-47.65303,0.76581,0.37703,-43.80032,-4.52969,1.0,8.2684,1.8221,1.3893,0.99,0.23,1.3,0.6609999999999999,0.0,5.90437,25,6.45867
1003,Mn,Os,A,0.52564,-47.61561,0.78604,0.35805,-47.18784,-4.34909,0.995,8.2684,1.8221,3.5529,0.99,0.23,1.3,0.6729999999999999,0.0,6.0058,25,6.06601
1005,Hg,Ir,A,0.99789,-12.47878,0.89008,0.46201,-58.31516,-2.88522,1.05,8.6343,0.0,2.166,1.07,0.475,1.35,0.765,0.0,6.47318,80,5.18939
1007,Cd,Ir,A,0.99905,-63.37169,0.84075,0.46853,-50.50654,-3.60787,1.05,8.6893,0.0,2.166,0.985,0.37,1.35,0.765,0.0,6.3124699999999985,48,4.43588
1009,Zn,Ir,A,0.99973,-79.25116,0.8597,0.5099,-86.10898,-4.44061,1.05,9.6186,0.0,2.166,0.82,0.175,1.35,0.765,0.0,6.34707,30,5.64564
1011,Ag,Ir,A,0.99248,-15.951429999999998,0.83245,0.43483,-50.37378,-3.32079,1.05,7.1384,1.2177,2.166,1.045,0.385,1.35,0.765,125.6,6.34422,47,4.7778800000000015
1013,Mn,Ir,A,0.6244,-47.71761,0.85315,0.49105,-50.78361,-4.60743,1.05,8.2684,1.8221,2.166,0.99,0.23,1.35,0.765,0.0,6.12365,25,6.977
1015,Cr,Ir,A,0.29896,-43.49811,0.81666,0.45827,-53.32501,-3.83277,1.05,6.7401,1.3828,2.166,1.07,0.25,1.35,0.765,64.3,6.12365,24,6.98124
1017,V,Ir,A,0.34579,-38.94775,0.92273,0.49633,-36.6017,-4.477519999999998,1.05,6.4707,0.0,2.166,1.09,0.26,1.35,0.765,50.6,6.08362,23,7.018489999999999
1019,Y,Ir,A,0.15659,-24.5257,0.93786,0.42568,-54.42462,-4.39119,1.05,6.5236,0.0,2.166,1.32,0.58,1.35,0.765,29.6,5.938269999999998,39,3.03332
1021,Ba,Ir,A,0.0,-11.06371,0.8746,0.46132,-49.13786,-2.81931,1.05,5.1752,0.0797,2.166,1.515,0.94,1.35,0.765,13.95,5.60975,56,1.8926
1023,Sr,Ir,A,0.0,-16.40792,0.8193799999999999,0.39576,-53.23765,-2.98849,1.05,5.7777,0.0,2.166,1.42,0.633,1.35,0.765,5.03,5.40888,38,2.5556400000000004
1025,Ca,Ir,A,0.0,-22.03872,0.8776700000000001,0.36589,-4.85198,-3.06389,1.05,6.2588,0.0,2.166,1.32,0.34,1.35,0.765,2.37,5.5129800000000015,20,3.4119
1028,K,Ru,A,0.0,-11.61914,0.70699,0.56306,-48.72663,-2.98302,1.0,4.2663,0.5992,1.3893,1.54,0.37,1.3,0.6609999999999999,48.4,5.41787,19,2.82992
1029,Na,Os,A,0.0,-23.9744,0.69175,0.37509,-45.0365,-3.7851,0.995,5.118,0.6796,3.5529,1.1,0.0,1.3,0.6729999999999999,52.8,5.69418,11,3.40297
1031,Sb,Ir,A,0.91303,-0.8433200000000001,0.93885,0.46238,-50.04467,-4.31255,1.05,8.3266,1.8032,2.166,0.83,0.335,1.35,0.765,103.2,6.45728,51,4.49389
1033,Pb,Ir,A,0.9998,2.08766,0.87149,0.4044,-50.03696,-2.9676400000000003,1.05,6.6709,1.0412,2.166,0.96,0.45,1.35,0.765,35.1,6.18179,82,3.72383
1035,Sn,Ir,A,0.99985,1.12831,0.88718,0.3728,-53.38716,-3.03235,1.05,6.8885,1.0258,2.166,0.88,0.345,1.35,0.765,107.3,6.3037,50,4.43711
1037,Ge,Ir,A,0.99989,0.4891,0.82845,0.5015,-11.18506,-3.3820900000000003,1.05,7.4167,0.934,2.166,0.72,0.16,1.35,0.765,119.0,6.3893,32,5.11206
1039,Na,Ru,A,0.0,-23.02116,0.7669699999999999,0.45423,-44.493,-2.83246,1.0,5.118,0.6796,1.3893,1.1,0.0,1.3,0.6609999999999999,52.8,5.59802,11,4.04517
1041,Li,Os,A,0.0,0.0,0.76298,0.45464,-40.4772,-3.60976,0.995,5.3425,0.7046,3.5529,0.985,0.0,1.3,0.6729999999999999,59.6,5.75672,3,4.76907
1043,Li,Ru,A,0.0,0.0,0.79162,0.5088600000000001,-44.45028,-3.21916,1.0,5.3425,0.7046,1.3893,0.985,0.0,1.3,0.6609999999999999,59.6,5.65951,3,5.56233
1045,Bi,Ir,A,0.99969,-0.47102,0.93919,0.29885,-49.21703,-3.64653,1.05,7.9894,1.7888,2.166,0.92,0.43799999999999994,1.35,0.765,91.2,7.21048,83,3.74896
1047,Tl,Ir,A,0.99941,4.08669,0.79964,0.52775,-52.09719000000001,-2.92837,1.05,5.273,0.3103,2.166,1.015,0.46299999999999997,1.35,0.765,19.2,5.9419900000000005,81,3.947130000000001
1049,In,Ir,A,0.99968,3.1171900000000003,0.8612799999999999,0.43533,-50.4717,-3.65353,1.05,5.3782,0.2822,2.166,0.94,0.36,1.35,0.765,28.9,5.90437,49,4.1295199999999985
1051,Ga,Ir,A,0.99985,3.41145,0.8766200000000001,0.44628,-32.61438,-2.86521,1.05,5.6565,0.1686,2.166,0.76,0.17,1.35,0.765,28.9,5.9419900000000005,31,4.53717
1053,Cs,Ru,A,0.0,-5.7157,0.73452,0.43649,-44.22782,-2.51273,1.0,3.6887,0.5471,1.3893,1.71,0.0,1.3,0.6609999999999999,45.5,5.30587,55,2.26413
1055,Rb,Os,A,0.0,-9.40912,0.72015,0.37326,-50.64376,-3.11241,0.995,4.0528,0.5794,3.5529,1.67,0.71,1.3,0.6729999999999999,46.9,5.47401,37,1.7355900000000002
1057,Zn,Ru,A,0.99957,-78.64961,0.75198,0.35663,-44.07125,-3.21569,1.0,9.6186,0.0,1.3893,0.82,0.175,1.3,0.6609999999999999,0.0,6.1198,30,5.52776
1059,Zn,Os,A,0.99955,-79.81114000000002,0.7046100000000001,0.39524,-47.31573,-4.0915,0.995,9.6186,0.0,3.5529,0.82,0.175,1.3,0.6729999999999999,0.0,6.22492,30,4.72127
1061,Hg,Ru,A,0.9982,-15.73581,0.8105899999999999,0.4501,-43.66549000000001,-3.07837,1.0,8.6343,0.0,1.3893,1.07,0.475,1.3,0.6609999999999999,0.0,6.24139,80,5.28045
1063,Ga,Os,A,0.99975,2.80771,0.7461899999999999,0.3451,-47.45146,-3.86376,0.995,5.6565,0.1686,3.5529,0.76,0.17,1.3,0.6729999999999999,28.9,5.82763,31,4.0780400000000006
1065,Tl,Ru,A,0.99922,3.79771,0.7831100000000001,0.41403,-42.21653,-2.67625,1.0,5.273,0.3103,1.3893,1.015,0.46299999999999997,1.3,0.6609999999999999,19.2,5.72922,81,4.0422699999999985
1067,Sn,Os,A,0.99986,0.6254,0.71927,0.3378,-46.83943,-4.1224,0.995,6.8885,1.0258,3.5529,0.88,0.345,1.3,0.6729999999999999,107.3,6.18238,50,3.6066
1069,Pb,Ru,A,0.99954,1.94921,0.78493,0.40912,-46.28576,-2.8311,1.0,6.6709,1.0412,1.3893,0.96,0.45,1.3,0.6609999999999999,35.1,5.96044,82,3.5187800000000005
1071,Sb,Ru,A,0.99998,-0.8237,0.92139,0.27539,-41.17676,-3.50201,1.0,8.3266,1.8032,1.3893,0.83,0.335,1.3,0.6609999999999999,103.2,6.22607,51,4.50071
1073,Rb,Ru,A,0.0,-8.38348,0.67213,0.36465,-44.43617,-2.68169,1.0,4.0528,0.5794,1.3893,1.67,0.71,1.3,0.6609999999999999,46.9,5.38156,37,2.36242
1075,K,Os,A,0.0,-12.48561,0.70015,0.4128,-46.98924,-3.57524,0.995,4.2663,0.5992,3.5529,1.54,0.37,1.3,0.6729999999999999,48.4,5.51093,19,2.21064
1078,Li,Ni,A,0.0,0.0,0.90347,0.59208,-2.88333,-1.58856,1.09,5.3425,0.7046,0.0837,0.985,0.0,1.35,0.74,59.6,5.63413,3,7.118310000000001
1079,Bi,Os,A,0.99994,-0.6984100000000001,0.8287100000000001,0.33267,-77.9802,-4.20338,0.995,7.9894,1.7888,3.5529,0.92,0.43799999999999994,1.3,0.6729999999999999,91.2,7.07171,83,3.5899400000000004
1081,Bi,Ru,A,0.99984,-0.16159,0.87829,0.38873,-46.56684,-3.43338,1.0,7.9894,1.7888,1.3893,0.92,0.43799999999999994,1.3,0.6609999999999999,91.2,6.95229,83,3.80009
1083,Sb,Os,A,0.97516,-0.85414,0.76171,0.35982,-50.41787,-4.01903,0.995,8.3266,1.8032,3.5529,0.83,0.335,1.3,0.6729999999999999,103.2,6.33301,51,4.24184
1085,Pb,Os,A,0.99977,0.69215,0.79225,0.24763,-46.92815,-3.71095,0.995,6.6709,1.0412,3.5529,0.96,0.45,1.3,0.6729999999999999,35.1,6.0628199999999985,82,2.92548
1087,Sn,Ru,A,0.99986,1.81814,0.74895,0.36319,-38.61228,-2.68553,1.0,6.8885,1.0258,1.3893,0.88,0.345,1.3,0.6609999999999999,107.3,6.07798,50,4.2625
1089,Ge,Os,A,0.99999,0.2623,0.77577,0.32096,-52.44914,-3.51115,0.995,7.4167,0.934,3.5529,0.72,0.16,1.3,0.6729999999999999,119.0,6.26633,32,4.37376
1091,Ge,Ru,A,0.9989,0.99504,0.77694,0.47654,-43.95503,-3.44361,1.0,7.4167,0.934,1.3893,0.72,0.16,1.3,0.6609999999999999,119.0,6.16051,32,4.99131
1093,In,Os,A,0.99973,2.7749900000000003,0.73745,0.3717,-56.10485,-3.61781,0.995,5.3782,0.2822,3.5529,0.94,0.36,1.3,0.6729999999999999,28.9,5.79074,49,3.85996
1095,In,Ru,A,0.99975,3.54462,0.7328100000000001,0.51751,-39.36815,-3.16932,1.0,5.3782,0.2822,1.3893,0.94,0.36,1.3,0.6609999999999999,28.9,5.69295,49,4.48163
1097,Ga,Ru,A,0.99972,3.31707,0.79348,0.45408,-44.26292,-3.3430800000000005,1.0,5.6565,0.1686,1.3893,0.76,0.17,1.3,0.6609999999999999,28.9,5.72922,31,5.03313
1099,Hg,Os,A,0.99818,-59.41025,0.66779,0.36147,-42.75277,-3.38931,0.995,8.6343,0.0,3.5529,1.07,0.475,1.3,0.6729999999999999,0.0,6.34861,80,5.52501
1101,Cd,Os,A,0.99957,-63.7439,0.74288,0.35869,-47.01487,-3.91343,0.995,8.6893,0.0,3.5529,0.985,0.37,1.3,0.6729999999999999,0.0,6.1909800000000015,48,4.37257
1103,Cd,Ru,A,0.99946,-63.55877,0.78413,0.39325,-44.05283,-3.5592,1.0,8.6893,0.0,1.3893,0.985,0.37,1.3,0.6609999999999999,0.0,6.08643,48,4.50129
1105,Ag,Os,A,0.99596,-54.49574000000001,0.6731199999999999,0.36872,-47.52451,-3.65105,0.995,7.1384,1.2177,3.5529,1.045,0.385,1.3,0.6729999999999999,125.6,6.2221199999999985,47,4.21862
1107,Ag,Ru,A,0.99339,-53.77155,0.76298,0.37756,-44.48022,-3.0998,1.0,7.1384,1.2177,1.3893,1.045,0.385,1.3,0.6609999999999999,125.6,6.11705,47,4.72032
1109,La,Os,A,0.32501,-17.08824,0.8746799999999999,0.60475,-43.49234000000001,-5.34397,0.995,4.8037,1.6693,3.5529,1.375,0.8740000000000001,1.3,0.6729999999999999,48.0,5.79074,57,2.64068
1111,La,Ru,A,0.36224,-16.54319,0.86808,0.33349,-43.43828,-4.33638,1.0,4.8037,1.6693,1.3893,1.375,0.8740000000000001,1.3,0.6609999999999999,48.0,5.69295,57,2.68512
1113,Cr,Os,A,0.32919,-55.20881,0.75957,0.42487,-46.95129,-5.15661,0.995,6.7401,1.3828,3.5529,1.07,0.25,1.3,0.6729999999999999,64.3,6.0058,24,6.01035
1115,Ba,Os,A,0.0,-11.93293,0.76986,0.49258,-4.5343300000000015,-3.84317,0.995,5.1752,0.0797,3.5529,1.515,0.94,1.3,0.6729999999999999,13.95,5.50179,56,1.24758
1117,Ba,Ru,A,0.0,-11.03991,0.7751100000000001,0.35763,-43.85671,-3.24087,1.0,5.1752,0.0797,1.3893,1.515,0.94,1.3,0.6609999999999999,13.95,5.40888,56,1.83015
1119,Sr,Os,A,0.0,-17.106279999999998,0.79401,0.38888,-46.48878,-4.33605,0.995,5.7777,0.0,3.5529,1.42,0.633,1.3,0.6729999999999999,5.03,5.3047900000000014,38,1.90928
1121,Tl,Os,A,0.99925,3.87735,0.7619,0.45156,-35.84479,-3.38375,0.995,5.273,0.3103,3.5529,1.015,0.46299999999999997,1.3,0.6729999999999999,19.2,5.82763,81,3.4135
1123,Ca,Os,A,0.0,-22.94896,0.79288,0.42215,-45.75128,-4.3735800000000005,0.995,6.2588,0.0,3.5529,1.32,0.34,1.3,0.6729999999999999,2.37,5.40688,20,2.69942
1125,Ca,Ru,A,0.0,-22.08746,0.7621100000000001,0.43132,-44.05903,-3.46282,1.0,6.2588,0.0,1.3893,1.32,0.34,1.3,0.6609999999999999,2.37,5.31557,20,3.28306
1127,Cs,Os,A,0.0,-6.0075,0.64486,0.40201,-47.03089,-3.1019,0.995,3.6887,0.5471,3.5529,1.71,0.0,1.3,0.6729999999999999,45.5,5.39701,55,1.6439400000000002
1130,Sb,Ni,A,1.00021,0.46698,0.98579,0.57916,-64.1142,-2.6988,1.09,8.3266,1.8032,0.0837,0.83,0.335,1.35,0.74,103.2,6.19814,51,4.49308
1131,Cr,Ru,A,0.52958,-43.2956,0.7945300000000001,0.44924,-43.88354,-3.74961,1.0,6.7401,1.3828,1.3893,1.07,0.25,1.3,0.6609999999999999,64.3,5.90437,24,6.43533
