,Asite,Bsite,Type,At2g,Aeg,Ad,Ap,Bt2g,Beg,Bd,Bp,Op,Asite X,Bsite X,Asite CS,Bsite CS,Asite IP,Bsite IP,Asite EA,Bsite EA,Asite s,Bsite s,Asite p,Bsite p,Asite d,Bsite d,Asite atomic_radius,Asite average_ionic_radius,Asite mendeleev_no,Bsite atomic_radius,Bsite average_ionic_radius,Bsite mendeleev_no,Asite exp_IP,Asite exp_EA,Bsite exp_IP,Bsite exp_EA,Asite covalency,Bsite covalency,GM,Asite Z,Bsite Z,Work function
303,Ca,Cr,A,0.00000,0.00000,0.00000,-21.59973,0.52794,0.35864,0.46063,-44.28081,-3.83968,1.00000,1.66000,0.60000,0.89000,6.25880,6.74010,0.00000,1.38280,1.32000,1.07000,1.68000,1.37000,0.34000,0.25000,1.80000,1.14000,16.00000,1.40000,0.94000,57.00000,589.80000,2.37000,652.90000,64.30000,0.22573,0.45289,5.11701,20,24,2.75160
304,Ca,Mo,B,0.00000,0.00000,0.00000,-23.61258,0.53034,0.35477,0.46090,-36.31600,-4.88296,1.00000,2.16000,0.60000,0.88000,6.25880,6.48380,0.00000,1.35490,1.32000,1.22000,1.68000,1.50000,0.34000,0.49000,1.80000,1.14000,16.00000,1.45000,0.77500,56.00000,589.80000,2.37000,684.30000,71.90000,0.22573,0.66392,5.16559,20,42,2.45911
305,Ca,Mo,A,0.00000,0.00000,0.00000,-23.61258,0.53034,0.35477,0.46090,-36.31600,-4.88296,1.00000,2.16000,0.60000,0.88000,6.25880,6.48380,0.00000,1.35490,1.32000,1.22000,1.68000,1.50000,0.34000,0.49000,1.80000,1.14000,16.00000,1.45000,0.77500,56.00000,589.80000,2.37000,684.30000,71.90000,0.22573,0.66392,5.16559,20,42,2.12208
306,Y,Mo,B,0.14938,0.18222,0.16253,-24.90831,0.55735,0.33491,0.46929,-35.96511,-5.18791,1.22000,2.16000,0.70000,0.88000,6.52360,6.48380,0.00000,1.35490,1.32000,1.22000,1.62000,1.50000,0.58000,0.49000,1.80000,1.04000,25.00000,1.45000,0.77500,56.00000,600.00000,29.60000,684.30000,71.90000,0.29168,0.66392,5.56409,39,42,2.35282
307,Y,Mo,A,0.14938,0.18222,0.16253,-24.90831,0.55735,0.33491,0.46929,-35.96511,-5.18791,1.22000,2.16000,0.70000,0.88000,6.52360,6.48380,0.00000,1.35490,1.32000,1.22000,1.62000,1.50000,0.58000,0.49000,1.80000,1.04000,25.00000,1.45000,0.77500,56.00000,600.00000,29.60000,684.30000,71.90000,0.29168,0.66392,5.56409,39,42,2.76517
308,Mg,Mo,B,0.00000,0.00000,0.00000,-45.59309,0.51398,0.36044,0.45321,-36.24762,-4.62113,1.31000,2.16000,0.25000,0.88000,7.90810,6.48380,0.00000,1.35490,0.90000,1.22000,1.13000,1.50000,0.00000,0.49000,1.50000,0.86000,73.00000,1.45000,0.77500,56.00000,737.70000,0.00000,684.30000,71.90000,0.32167,0.66392,5.74701,12,42,2.17964
309,Mg,Mo,A,0.00000,0.00000,0.00000,-45.59309,0.51398,0.36044,0.45321,-36.24762,-4.62113,1.31000,2.16000,0.25000,0.88000,7.90810,6.48380,0.00000,1.35490,0.90000,1.22000,1.13000,1.50000,0.00000,0.49000,1.50000,0.86000,73.00000,1.45000,0.77500,56.00000,737.70000,0.00000,684.30000,71.90000,0.32167,0.66392,5.74701,12,42,3.72532
310,Mg,W,B,0.00000,0.00000,0.00000,-45.59351,0.48511,0.34814,0.43099,-39.62801,-5.06803,1.31000,2.36000,0.25000,0.88500,7.90810,7.62930,0.00000,1.93690,0.90000,1.22000,1.13000,1.51500,0.00000,0.59000,1.50000,0.86000,73.00000,1.35000,0.76667,55.00000,737.70000,0.00000,770.00000,78.60000,0.32167,0.74707,5.88735,12,74,2.74331
311,Mg,W,A,0.00000,0.00000,0.00000,-45.59351,0.48511,0.34814,0.43099,-39.62801,-5.06803,1.31000,2.36000,0.25000,0.88500,7.90810,7.62930,0.00000,1.93690,0.90000,1.22000,1.13000,1.51500,0.00000,0.59000,1.50000,0.86000,73.00000,1.35000,0.76667,55.00000,737.70000,0.00000,770.00000,78.60000,0.32167,0.74707,5.88735,12,74,4.16117
312,Mg,Mn,B,0.00000,0.00000,0.00000,-43.80407,0.61244,0.36782,0.51488,-49.05941,-3.54432,1.31000,1.55000,0.25000,0.94000,7.90810,8.26840,0.00000,1.82210,0.90000,0.99000,1.13000,1.23000,0.00000,0.23000,1.50000,0.86000,73.00000,1.40000,0.64833,60.00000,737.70000,0.00000,717.30000,0.00000,0.32167,0.40942,5.69295,12,25,4.74110
313,Mg,Mn,A,0.00000,0.00000,0.00000,-43.80407,0.61244,0.36782,0.51488,-49.05941,-3.54432,1.31000,1.55000,0.25000,0.94000,7.90810,8.26840,0.00000,1.82210,0.90000,0.99000,1.13000,1.23000,0.00000,0.23000,1.50000,0.86000,73.00000,1.40000,0.64833,60.00000,737.70000,0.00000,717.30000,0.00000,0.32167,0.40942,5.69295,12,25,4.61007
314,Mg,Re,B,0.00000,0.00000,0.00000,-45.51039,0.62856,0.36587,0.52445,-43.27832,-4.94359,1.31000,1.90000,0.25000,0.94000,7.90810,7.85300,0.00000,2.73190,0.90000,1.19000,1.13000,1.49000,0.00000,0.56500,1.50000,0.86000,73.00000,1.35000,0.71250,58.00000,737.70000,0.00000,760.00000,14.50000,0.32167,0.55272,5.78195,12,75,1.98406
315,Mg,Re,A,0.00000,0.00000,0.00000,-45.51039,0.62856,0.36587,0.52445,-43.27832,-4.94359,1.31000,1.90000,0.25000,0.94000,7.90810,7.85300,0.00000,2.73190,0.90000,1.19000,1.13000,1.49000,0.00000,0.56500,1.50000,0.86000,73.00000,1.35000,0.71250,58.00000,737.70000,0.00000,760.00000,14.50000,0.32167,0.55272,5.78195,12,75,3.78199
316,Mg,Fe,B,0.00000,0.00000,0.00000,-43.12478,0.76474,0.41578,0.62549,-53.96308,-3.06868,1.31000,1.83000,0.25000,0.99000,7.90810,8.56010,0.00000,2.30400,0.90000,0.95000,1.13000,1.16000,0.00000,0.22000,1.50000,0.86000,73.00000,1.40000,0.85250,61.00000,737.70000,0.00000,762.50000,15.70000,0.32167,0.52308,5.79341,12,26,6.15372
317,Mg,Fe,A,0.00000,0.00000,0.00000,-43.12478,0.76474,0.41578,0.62549,-53.96308,-3.06868,1.31000,1.83000,0.25000,0.99000,7.90810,8.56010,0.00000,2.30400,0.90000,0.95000,1.13000,1.16000,0.00000,0.22000,1.50000,0.86000,73.00000,1.40000,0.85250,61.00000,737.70000,0.00000,762.50000,15.70000,0.32167,0.52308,5.79341,12,26,5.03117
318,Mg,Al,B,0.00000,0.00000,0.00000,-41.95682,0.00000,0.00000,0.00000,7.84666,-1.06694,1.31000,1.61000,0.25000,1.66000,7.90810,5.71090,0.00000,0.25720,0.90000,0.77000,1.13000,0.90500,0.00000,0.00000,1.50000,0.86000,73.00000,1.25000,0.67500,80.00000,737.70000,0.00000,577.50000,42.50000,0.32167,0.43291,5.53439,12,13,5.98134
319,Mg,Al,A,0.00000,0.00000,0.00000,-41.95682,0.00000,0.00000,0.00000,7.84666,-1.06694,1.31000,1.61000,0.25000,1.66000,7.90810,5.71090,0.00000,0.25720,0.90000,0.77000,1.13000,0.90500,0.00000,0.00000,1.50000,0.86000,73.00000,1.25000,0.67500,80.00000,737.70000,0.00000,577.50000,42.50000,0.32167,0.43291,5.53439,12,13,6.48072
320,Mg,Ga,B,0.00000,0.00000,0.00000,-42.36496,0.99976,0.99732,0.99879,5.84307,-0.96163,1.31000,1.81000,0.25000,1.68000,7.90810,5.65650,0.00000,0.16860,0.90000,0.76000,1.13000,0.93500,0.00000,0.17000,1.50000,0.86000,73.00000,1.30000,0.76000,81.00000,737.70000,0.00000,578.80000,28.90000,0.32167,0.51467,5.52407,12,31,5.80996
321,Mg,Ga,A,0.00000,0.00000,0.00000,-42.36496,0.99976,0.99732,0.99879,5.84307,-0.96163,1.31000,1.81000,0.25000,1.68000,7.90810,5.65650,0.00000,0.16860,0.90000,0.76000,1.13000,0.93500,0.00000,0.17000,1.50000,0.86000,73.00000,1.30000,0.76000,81.00000,737.70000,0.00000,578.80000,28.90000,0.32167,0.51467,5.52407,12,31,6.72426
322,Mg,In,B,0.00000,0.00000,0.00000,-43.19085,0.99962,0.98454,0.99359,5.33604,-0.87283,1.31000,1.78000,0.25000,1.60000,7.90810,5.37820,0.00000,0.28220,0.90000,0.94000,1.13000,1.11000,0.00000,0.36000,1.50000,0.86000,73.00000,1.55000,0.94000,79.00000,737.70000,0.00000,558.30000,28.90000,0.32167,0.50213,5.48910,12,49,4.29122
323,Mg,In,A,0.00000,0.00000,0.00000,-43.19085,0.99962,0.98454,0.99359,5.33604,-0.87283,1.31000,1.78000,0.25000,1.60000,7.90810,5.37820,0.00000,0.28220,0.90000,0.94000,1.13000,1.11000,0.00000,0.36000,1.50000,0.86000,73.00000,1.55000,0.94000,79.00000,737.70000,0.00000,558.30000,28.90000,0.32167,0.50213,5.48910,12,49,6.72100
324,Mg,Ge,B,0.00000,0.00000,0.00000,-43.44707,0.99992,0.99926,0.99966,3.07316,-2.50076,1.31000,2.01000,0.25000,1.92000,7.90810,7.41670,0.00000,0.93400,0.90000,0.72000,1.13000,0.84000,0.00000,0.16000,1.50000,0.86000,73.00000,1.25000,0.77000,84.00000,737.70000,0.00000,762.00000,119.00000,0.32167,0.59976,5.93992,12,32,4.70825
325,Mg,Sb,A,0.00000,0.00000,0.00000,-45.53724,0.99994,0.99920,0.99965,-0.04003,-4.04256,1.31000,2.05000,0.25000,2.08000,7.90810,8.32660,0.00000,1.80320,0.90000,0.83000,1.13000,0.93500,0.00000,0.33500,1.50000,0.86000,73.00000,1.45000,0.83000,88.00000,737.70000,0.00000,834.00000,103.20000,0.32167,0.61691,6.00313,12,51,4.28733
326,Ca,Sc,B,0.00000,0.00000,0.00000,-20.40456,0.12942,0.22505,0.16737,-24.15730,-0.71288,1.00000,1.36000,0.60000,0.74000,6.25880,6.82450,0.00000,0.00000,1.32000,1.22000,1.68000,1.53000,0.34000,0.31000,1.80000,1.14000,16.00000,1.60000,0.88500,19.00000,589.80000,2.37000,633.10000,18.10000,0.22573,0.33905,5.00791,20,21,5.04725
327,Ca,Sc,A,0.00000,0.00000,0.00000,-20.40456,0.12942,0.22505,0.16737,-24.15730,-0.71288,1.00000,1.36000,0.60000,0.74000,6.25880,6.82450,0.00000,0.00000,1.32000,1.22000,1.68000,1.53000,0.34000,0.31000,1.80000,1.14000,16.00000,1.60000,0.88500,19.00000,589.80000,2.37000,633.10000,18.10000,0.22573,0.33905,5.00791,20,21,5.67261
328,Ca,Ti,B,0.00000,0.00000,0.00000,-20.20471,0.19969,0.30339,0.24086,-32.07318,-1.55860,1.00000,1.54000,0.60000,0.79000,6.25880,7.25640,0.00000,0.25260,1.32000,1.15000,1.68000,1.43000,0.34000,0.28000,1.80000,1.14000,16.00000,1.40000,0.85167,51.00000,589.80000,2.37000,658.80000,7.60000,0.22573,0.40555,5.04047,20,22,4.39414
329,Ca,Ti,A,0.00000,0.00000,0.00000,-20.20471,0.19969,0.30339,0.24086,-32.07318,-1.55860,1.00000,1.54000,0.60000,0.79000,6.25880,7.25640,0.00000,0.25260,1.32000,1.15000,1.68000,1.43000,0.34000,0.28000,1.80000,1.14000,16.00000,1.40000,0.85167,51.00000,589.80000,2.37000,658.80000,7.60000,0.22573,0.40555,5.04047,20,22,4.25028
330,Ca,Zr,A,0.00000,0.00000,0.00000,-23.39729,0.20734,0.33328,0.25398,-26.59314,-3.49894,1.00000,1.33000,0.60000,0.76000,6.25880,6.89530,0.00000,0.00000,1.32000,1.26500,1.68000,1.56000,0.34000,0.54000,1.80000,1.14000,16.00000,1.55000,0.86000,49.00000,589.80000,2.37000,640.10000,41.10000,0.22573,0.32856,5.09481,20,40,4.23187
331,Ca,Hf,B,0.00000,0.00000,0.00000,-21.18859,0.21436,0.36654,0.26744,-28.01553,-1.53774,1.00000,1.30000,0.60000,0.77500,6.25880,7.64870,0.00000,0.44320,1.32000,1.30000,1.68000,1.61000,0.34000,0.63000,1.80000,1.14000,16.00000,1.55000,0.85000,50.00000,589.80000,2.37000,658.50000,0.00000,0.22573,0.31826,5.13883,20,72,2.15642
332,Ca,Hf,A,0.00000,0.00000,0.00000,-21.18859,0.21436,0.36654,0.26744,-28.01553,-1.53774,1.00000,1.30000,0.60000,0.77500,6.25880,7.64870,0.00000,0.44320,1.32000,1.30000,1.68000,1.61000,0.34000,0.63000,1.80000,1.14000,16.00000,1.55000,0.85000,50.00000,589.80000,2.37000,658.50000,0.00000,0.22573,0.31826,5.13883,20,72,3.12690
333,Ca,W,B,0.00000,0.00000,0.00000,-24.18091,0.51209,0.34226,0.44529,-39.71102,-5.62449,1.00000,2.36000,0.60000,0.88500,6.25880,7.62930,0.00000,1.93690,1.32000,1.22000,1.68000,1.51500,0.34000,0.59000,1.80000,1.14000,16.00000,1.35000,0.76667,55.00000,589.80000,2.37000,770.00000,78.60000,0.22573,0.74707,5.29173,20,74,2.46116
334,Ca,W,A,0.00000,0.00000,0.00000,-24.18091,0.51209,0.34226,0.44529,-39.71102,-5.62449,1.00000,2.36000,0.60000,0.88500,6.25880,7.62930,0.00000,1.93690,1.32000,1.22000,1.68000,1.51500,0.34000,0.59000,1.80000,1.14000,16.00000,1.35000,0.76667,55.00000,589.80000,2.37000,770.00000,78.60000,0.22573,0.74707,5.29173,20,74,1.77554
335,Ca,Mn,B,0.00000,0.00000,0.00000,-20.90227,0.61712,0.36586,0.51699,-49.04420,-3.40303,1.00000,1.55000,0.60000,0.94000,6.25880,8.26840,0.00000,1.82210,1.32000,0.99000,1.68000,1.23000,0.34000,0.23000,1.80000,1.14000,16.00000,1.40000,0.64833,60.00000,589.80000,2.37000,717.30000,0.00000,0.22573,0.40942,5.11701,20,25,5.22263
336,Ca,Mn,A,0.00000,0.00000,0.00000,-20.90227,0.61712,0.36586,0.51699,-49.04420,-3.40303,1.00000,1.55000,0.60000,0.94000,6.25880,8.26840,0.00000,1.82210,1.32000,0.99000,1.68000,1.23000,0.34000,0.23000,1.80000,1.14000,16.00000,1.40000,0.64833,60.00000,589.80000,2.37000,717.30000,0.00000,0.22573,0.40942,5.11701,20,25,3.23433
337,Ca,Re,B,0.00000,0.00000,0.00000,-23.67897,0.65024,0.36090,0.53600,-43.28082,-5.27219,1.00000,1.90000,0.60000,0.94000,6.25880,7.85300,0.00000,2.73190,1.32000,1.19000,1.68000,1.49000,0.34000,0.56500,1.80000,1.14000,16.00000,1.35000,0.71250,58.00000,589.80000,2.37000,760.00000,14.50000,0.22573,0.55272,5.19700,20,75,3.20282
338,Ca,Re,A,0.00000,0.00000,0.00000,-23.67897,0.65024,0.36090,0.53600,-43.28082,-5.27219,1.00000,1.90000,0.60000,0.94000,6.25880,7.85300,0.00000,2.73190,1.32000,1.19000,1.68000,1.49000,0.34000,0.56500,1.80000,1.14000,16.00000,1.35000,0.71250,58.00000,589.80000,2.37000,760.00000,14.50000,0.22573,0.55272,5.19700,20,75,2.19246
339,La,W,B,0.29822,0.20647,0.25324,-17.41648,0.55498,0.88005,0.61948,-39.40346,-6.44157,1.10000,2.36000,0.74800,0.88500,4.80370,7.62930,1.66930,1.93690,1.37500,1.22000,1.70500,1.51500,0.87400,0.59000,1.95000,1.17200,33.00000,1.35000,0.76667,55.00000,538.10000,48.00000,770.00000,78.60000,0.25439,0.74707,5.66742,57,74,2.47761
340,La,W,A,0.29822,0.20647,0.25324,-17.41648,0.55498,0.88005,0.61948,-39.40346,-6.44157,1.10000,2.36000,0.74800,0.88500,4.80370,7.62930,1.66930,1.93690,1.37500,1.22000,1.70500,1.51500,0.87400,0.59000,1.95000,1.17200,33.00000,1.35000,0.76667,55.00000,538.10000,48.00000,770.00000,78.60000,0.25439,0.74707,5.66742,57,74,1.88806
341,La,Ge,A,0.18380,0.18861,0.18582,-17.76326,0.99994,0.99970,0.99985,-10.69155,-5.63216,1.10000,2.01000,0.74800,1.92000,4.80370,7.41670,1.66930,0.93400,1.37500,0.72000,1.70500,0.84000,0.87400,0.16000,1.95000,1.17200,33.00000,1.25000,0.77000,84.00000,538.10000,48.00000,762.00000,119.00000,0.25439,0.59976,5.71803,57,32,2.28201
342,La,Ge,B,0.18380,0.18861,0.18582,-17.76326,0.99994,0.99970,0.99985,-10.69155,-5.63216,1.10000,2.01000,0.74800,1.92000,4.80370,7.41670,1.66930,0.93400,1.37500,0.72000,1.70500,0.84000,0.87400,0.16000,1.95000,1.17200,33.00000,1.25000,0.77000,84.00000,538.10000,48.00000,762.00000,119.00000,0.25439,0.59976,5.71803,57,32,5.09832
343,La,Sn,B,0.16201,0.19649,0.17681,-18.07758,0.99985,0.99921,0.99960,-10.59139,-5.49191,1.10000,1.96000,0.74800,1.84000,4.80370,6.88850,1.66930,1.02580,1.37500,0.88000,1.70500,1.00000,0.87400,0.34500,1.95000,1.17200,33.00000,1.45000,0.83000,83.00000,538.10000,48.00000,708.60000,107.30000,0.25439,0.57834,5.64143,57,50,4.85532
344,La,Sn,A,0.16201,0.19649,0.17681,-18.07758,0.99985,0.99921,0.99960,-10.59139,-5.49191,1.10000,1.96000,0.74800,1.84000,4.80370,6.88850,1.66930,1.02580,1.37500,0.88000,1.70500,1.00000,0.87400,0.34500,1.95000,1.17200,33.00000,1.45000,0.83000,83.00000,538.10000,48.00000,708.60000,107.30000,0.25439,0.57834,5.64143,57,50,2.20493
345,La,Sb,B,0.17650,0.15956,0.16938,-18.09456,0.99994,0.99982,0.99989,-8.70702,-4.95455,1.10000,2.05000,0.74800,2.08000,4.80370,8.32660,1.66930,1.80320,1.37500,0.83000,1.70500,0.93500,0.87400,0.33500,1.95000,1.17200,33.00000,1.45000,0.83000,88.00000,538.10000,48.00000,834.00000,103.20000,0.25439,0.61691,5.77888,57,51,3.30544
346,La,Sb,A,0.17650,0.15956,0.16938,-18.09456,0.99994,0.99982,0.99989,-8.70702,-4.95455,1.10000,2.05000,0.74800,2.08000,4.80370,8.32660,1.66930,1.80320,1.37500,0.83000,1.70500,0.93500,0.87400,0.33500,1.95000,1.17200,33.00000,1.45000,0.83000,88.00000,538.10000,48.00000,834.00000,103.20000,0.25439,0.61691,5.77888,57,51,1.80509
347,Mg,Sc,B,0.00000,0.00000,0.00000,-42.98259,0.13052,0.22763,0.16909,-23.98304,-0.73579,1.31000,1.36000,0.25000,0.74000,7.90810,6.82450,0.00000,0.00000,0.90000,1.22000,1.13000,1.53000,0.00000,0.31000,1.50000,0.86000,73.00000,1.60000,0.88500,19.00000,737.70000,0.00000,633.10000,18.10000,0.32167,0.33905,5.57158,12,21,4.32307
348,Mg,Sc,A,0.00000,0.00000,0.00000,-42.98259,0.13052,0.22763,0.16909,-23.98304,-0.73579,1.31000,1.36000,0.25000,0.74000,7.90810,6.82450,0.00000,0.00000,0.90000,1.22000,1.13000,1.53000,0.00000,0.31000,1.50000,0.86000,73.00000,1.60000,0.88500,19.00000,737.70000,0.00000,633.10000,18.10000,0.32167,0.33905,5.57158,12,21,6.90997
349,Mg,Ti,B,0.00000,0.00000,0.00000,-43.35379,0.19879,0.30686,0.24169,-32.32845,-1.96349,1.31000,1.54000,0.25000,0.79000,7.90810,7.25640,0.00000,0.25260,0.90000,1.15000,1.13000,1.43000,0.00000,0.28000,1.50000,0.86000,73.00000,1.40000,0.85167,51.00000,737.70000,0.00000,658.80000,7.60000,0.32167,0.40555,5.60780,12,22,3.45693
350,Mg,Ti,A,0.00000,0.00000,0.00000,-43.35379,0.19879,0.30686,0.24169,-32.32845,-1.96349,1.31000,1.54000,0.25000,0.79000,7.90810,7.25640,0.00000,0.25260,0.90000,1.15000,1.13000,1.43000,0.00000,0.28000,1.50000,0.86000,73.00000,1.40000,0.85167,51.00000,737.70000,0.00000,658.80000,7.60000,0.32167,0.40555,5.60780,12,22,5.53766
351,Mg,Zr,B,0.00000,0.00000,0.00000,-43.59850,0.20721,0.30166,0.24452,-24.07266,-0.93888,1.31000,1.33000,0.25000,0.76000,7.90810,6.89530,0.00000,0.00000,0.90000,1.26500,1.13000,1.56000,0.00000,0.54000,1.50000,0.86000,73.00000,1.55000,0.86000,49.00000,737.70000,0.00000,640.10000,41.10000,0.32167,0.32856,5.66825,12,40,1.97031
352,Mg,Hf,B,0.00000,0.00000,0.00000,-43.50370,0.21589,0.30678,0.25149,-27.55689,-0.93863,1.31000,1.30000,0.25000,0.77500,7.90810,7.64870,0.00000,0.44320,0.90000,1.30000,1.13000,1.61000,0.00000,0.63000,1.50000,0.86000,73.00000,1.55000,0.85000,50.00000,737.70000,0.00000,658.50000,0.00000,0.32167,0.31826,5.71723,12,72,2.18531
353,Mg,V,B,0.00000,0.00000,0.00000,-44.92968,0.35780,0.32267,0.34382,-39.21177,-4.07921,1.31000,1.63000,0.25000,0.84000,7.90810,6.47070,0.00000,0.00000,0.90000,1.09000,1.13000,1.34000,0.00000,0.26000,1.50000,0.86000,73.00000,1.35000,0.77750,54.00000,737.70000,0.00000,650.90000,50.60000,0.32167,0.44086,5.65574,12,23,3.20269
354,Mg,V,A,0.00000,0.00000,0.00000,-44.92968,0.35780,0.32267,0.34382,-39.21177,-4.07921,1.31000,1.63000,0.25000,0.84000,7.90810,6.47070,0.00000,0.00000,0.90000,1.09000,1.13000,1.34000,0.00000,0.26000,1.50000,0.86000,73.00000,1.35000,0.77750,54.00000,737.70000,0.00000,650.90000,50.60000,0.32167,0.44086,5.65574,12,23,3.75888
355,Mg,Nb,B,0.00000,0.00000,0.00000,-45.55111,0.34807,0.34098,0.34527,-32.14041,-4.42695,1.31000,1.60000,0.25000,0.82000,7.90810,6.27500,0.00000,0.08640,0.90000,1.23000,1.13000,1.53000,0.00000,0.51000,1.50000,0.86000,73.00000,1.45000,0.82000,53.00000,737.70000,0.00000,652.10000,86.10000,0.32167,0.42896,5.77618,12,41,2.18134
356,Mg,Nb,A,0.00000,0.00000,0.00000,-45.55111,0.34807,0.34098,0.34527,-32.14041,-4.42695,1.31000,1.60000,0.25000,0.82000,7.90810,6.27500,0.00000,0.08640,0.90000,1.23000,1.13000,1.53000,0.00000,0.51000,1.50000,0.86000,73.00000,1.45000,0.82000,53.00000,737.70000,0.00000,652.10000,86.10000,0.32167,0.42896,5.77618,12,41,3.58736
357,Mg,Ta,B,0.00000,0.00000,0.00000,-45.45644,0.32026,0.33406,0.32569,-35.91938,-4.84050,1.31000,1.50000,0.25000,0.83000,7.90810,7.36320,0.00000,1.17160,0.90000,1.25000,1.13000,1.54000,0.00000,0.60500,1.50000,0.86000,73.00000,1.45000,0.82000,52.00000,737.70000,0.00000,761.00000,31.00000,0.32167,0.39028,5.80761,12,73,2.42134
358,Mg,Ta,A,0.00000,0.00000,0.00000,-45.45644,0.32026,0.33406,0.32569,-35.91938,-4.84050,1.31000,1.50000,0.25000,0.83000,7.90810,7.36320,0.00000,1.17160,0.90000,1.25000,1.13000,1.54000,0.00000,0.60500,1.50000,0.86000,73.00000,1.45000,0.82000,52.00000,737.70000,0.00000,761.00000,31.00000,0.32167,0.39028,5.80761,12,73,3.86031
359,Mg,Cr,B,0.00000,0.00000,0.00000,-44.50813,0.53033,0.36207,0.46345,-44.24678,-3.95061,1.31000,1.66000,0.25000,0.89000,7.90810,6.74010,0.00000,1.38280,0.90000,1.07000,1.13000,1.37000,0.00000,0.25000,1.50000,0.86000,73.00000,1.40000,0.94000,57.00000,737.70000,0.00000,652.90000,64.30000,0.32167,0.45289,5.69295,12,24,3.70686
360,Mg,Cr,A,0.00000,0.00000,0.00000,-44.50813,0.53033,0.36207,0.46345,-44.24678,-3.95061,1.31000,1.66000,0.25000,0.89000,7.90810,6.74010,0.00000,1.38280,0.90000,1.07000,1.13000,1.37000,0.00000,0.25000,1.50000,0.86000,73.00000,1.40000,0.94000,57.00000,737.70000,0.00000,652.90000,64.30000,0.32167,0.45289,5.69295,12,24,4.09810
361,Y,Sc,B,0.14776,0.11792,0.13581,-23.78057,0.12626,0.23389,0.16904,-25.41654,-2.18611,1.22000,1.36000,0.70000,0.74000,6.52360,6.82450,0.00000,0.00000,1.32000,1.22000,1.62000,1.53000,0.58000,0.31000,1.80000,1.04000,25.00000,1.60000,0.88500,19.00000,600.00000,29.60000,633.10000,18.10000,0.29168,0.33905,5.39424,39,21,3.92353
362,Y,Sc,A,0.14776,0.11792,0.13581,-23.78057,0.12626,0.23389,0.16904,-25.41654,-2.18611,1.22000,1.36000,0.70000,0.74000,6.52360,6.82450,0.00000,0.00000,1.32000,1.22000,1.62000,1.53000,0.58000,0.31000,1.80000,1.04000,25.00000,1.60000,0.88500,19.00000,600.00000,29.60000,633.10000,18.10000,0.29168,0.33905,5.39424,39,21,2.77892
363,Y,Ti,B,0.15696,0.14929,0.15389,-24.85804,0.24179,0.26606,0.25144,-34.02543,-4.89594,1.22000,1.54000,0.70000,0.79000,6.52360,7.25640,0.00000,0.25260,1.32000,1.15000,1.62000,1.43000,0.58000,0.28000,1.80000,1.04000,25.00000,1.40000,0.85167,51.00000,600.00000,29.60000,658.80000,7.60000,0.29168,0.40555,5.42931,39,22,1.68800
364,Y,Ti,A,0.15696,0.14929,0.15389,-24.85804,0.24179,0.26606,0.25144,-34.02543,-4.89594,1.22000,1.54000,0.70000,0.79000,6.52360,7.25640,0.00000,0.25260,1.32000,1.15000,1.62000,1.43000,0.58000,0.28000,1.80000,1.04000,25.00000,1.40000,0.85167,51.00000,600.00000,29.60000,658.80000,7.60000,0.29168,0.40555,5.42931,39,22,2.34163
365,Y,Zr,B,0.14230,0.17423,0.15508,-25.13096,0.22438,0.32170,0.26045,-27.48399,-4.93562,1.22000,1.33000,0.70000,0.76000,6.52360,6.89530,0.00000,0.00000,1.32000,1.26500,1.62000,1.56000,0.58000,0.54000,1.80000,1.04000,25.00000,1.55000,0.86000,49.00000,600.00000,29.60000,640.10000,41.10000,0.29168,0.32856,5.48784,39,40,3.26096
366,Y,Zr,A,0.14230,0.17423,0.15508,-25.13096,0.22438,0.32170,0.26045,-27.48399,-4.93562,1.22000,1.33000,0.70000,0.76000,6.52360,6.89530,0.00000,0.00000,1.32000,1.26500,1.62000,1.56000,0.58000,0.54000,1.80000,1.04000,25.00000,1.55000,0.86000,49.00000,600.00000,29.60000,640.10000,41.10000,0.29168,0.32856,5.48784,39,40,2.97868
367,Y,Hf,B,0.14237,0.19384,0.16297,-25.07323,0.22656,0.35087,0.27050,-31.40581,-5.28376,1.22000,1.30000,0.70000,0.77500,6.52360,7.64870,0.00000,0.44320,1.32000,1.30000,1.62000,1.61000,0.58000,0.63000,1.80000,1.04000,25.00000,1.55000,0.85000,50.00000,600.00000,29.60000,658.50000,0.00000,0.29168,0.31826,5.53526,39,72,3.35376
368,Y,Hf,A,0.14237,0.19384,0.16297,-25.07323,0.22656,0.35087,0.27050,-31.40581,-5.28376,1.22000,1.30000,0.70000,0.77500,6.52360,7.64870,0.00000,0.44320,1.32000,1.30000,1.62000,1.61000,0.58000,0.63000,1.80000,1.04000,25.00000,1.55000,0.85000,50.00000,600.00000,29.60000,658.50000,0.00000,0.29168,0.31826,5.53526,39,72,2.82674
369,La,Mn,B,0.61496,0.29874,0.44287,-15.95112,0.68188,0.30186,0.53052,-48.51406,-4.53087,1.10000,1.55000,0.74800,0.94000,4.80370,8.26840,1.66930,1.82210,1.37500,0.99000,1.70500,1.23000,0.87400,0.23000,1.95000,1.17200,33.00000,1.40000,0.64833,60.00000,538.10000,48.00000,717.30000,0.00000,0.25439,0.40942,5.48029,57,25,4.58119
