,0
-6.44157,4.293705102958337
-6.32714,4.289255737078925
-6.18647,4.289074556581646
-5.9276,4.290609319523672
-5.91143,4.2886163639138335
-5.8985,4.287446733328583
-5.74611,4.291642397726314
-5.74301,4.290898333428903
-5.65931,4.289122779594049
-5.63216,4.291199519361101
-5.62449,4.290497952460601
-5.57891,4.290291779130469
-5.52332,4.289418554680216
-5.50102,4.292005559586722
-5.49191,4.294023473691557
-5.46235,4.294900144782236
-5.4217900000000006,4.292503048356924
-5.39291,4.292694526614417
-5.38389,4.294595804299756
-5.34397,4.290349484423738
-5.28376,4.298478856047024
-5.27219,4.2956028277927905
-5.23373,4.298439202129248
-5.2289900000000005,4.300114305961472
-5.22441,4.296575328875327
-5.2218,4.298012211767484
-5.18791,4.298016154593729
-5.15661,4.293135994814022
-5.1216300000000015,4.298610683926785
-5.12023,4.298022296512825
-5.0757900000000005,4.292927681171913
-5.06803,4.298552651637313
-5.03169,4.2930138605962895
-5.031569999999999,4.296258498071264
-5.021719999999998,4.293615556769627
-5.01313,4.296214660568211
-4.99927,4.296824970984043
-4.98614,4.299600591194883
-4.95455,4.294750023879808
-4.94359,4.302330371506158
-4.9384,4.29197955825378
-4.93562,4.2906284149088005
-4.91364,4.289476270008085
-4.89594,4.295198390873919
-4.88296,4.297192175193846
-4.88098,4.296740380776446
-4.8583300000000005,4.296689990966374
-4.85762,4.29910514122924
-4.85685,4.299190263949784
-4.8405,4.297082973044503
-4.75155,4.29673572350751
-4.74708,4.300938321671328
-4.74373,4.302135380818301
-4.73543,4.302056206977248
-4.70606,4.297686720208553
-4.7041699999999995,4.2999248600512825
-4.68805,4.298294673021133
-4.65846,4.298006812107779
-4.63506,4.303340560767063
-4.63134,4.302841367411362
-4.62113,4.304505381673726
-4.619759999999999,4.303696282844068
-4.61268,4.306164941258979
-4.6102300000000005,4.302677001944378
-4.60743,4.307663533912338
-4.58667,4.307715182991806
-4.58281,4.307307851937645
-4.58194,4.303269838525626
-4.56439,4.3093783791219336
-4.56085,4.298898403746013
-4.54469,4.30422965856451
-4.5402,4.300418839031885
-4.530869999999998,4.307036406907914
-4.52969,4.311983517736113
-4.52937,4.306243329210561
-4.5263,4.306101720351676
-4.5024,4.303635278546484
-4.48043,4.304532420420485
-4.47936,4.311171358204561
-4.477519999999998,4.3106792540125625
-4.46995,4.306398482699115
-4.46139,4.305046815514057
-4.4406099999999995,4.311671888403759
-4.42695,4.309096261038512
-4.42655,4.304459705174612
-4.42535,4.305927767919026
-4.41181,4.304966092431271
-4.39771,4.309400937374806
-4.39119,4.307278228389214
-4.3840699999999995,4.315466239570482
-4.3735800000000005,4.3076670676012965
-4.37084,4.3079668662242145
-4.3642400000000015,4.308667386983098
-4.35961,4.315236175265181
-4.34909,4.310923486668926
-4.3477,4.309013434530114
-4.33638,4.310603816029674
-4.33605,4.308367837773264
-4.33355,4.311574981873978
-4.33214,4.307014866431862
-4.32199,4.310906718623595
-4.31349,4.311345138060189
-4.31255,4.307132927566552
-4.31237,4.308984832748077
-4.31142,4.312766406357698
-4.28716,4.3156850495084385
-4.28145,4.309794879688537
-4.2706300000000015,4.310753465497666
-4.2666900000000005,4.315112276131792
-4.2643900000000015,4.308046132933339
-4.25661,4.313676099140041
-4.237769999999999,4.309709687352756
-4.23525,4.315955227003665
-4.22876,4.3129424155691005
-4.2211099999999995,4.3144417082865205
-4.22039,4.316550976610747
-4.21321,4.3206854331552496
-4.20377,4.321608167127875
-4.20338,4.316359794573788
-4.19604,4.314918367149499
-4.1852,4.3183453713514
-4.18016,4.322773903396777
-4.17899,4.322994582661791
-4.17531,4.317846631145426
-4.17349,4.316100496357057
-4.16461,4.323620915297833
-4.1555300000000015,4.3191768035617315
-4.15256,4.311053526054225
-4.15229,4.320707252909584
-4.1413400000000005,4.322944578280261
-4.13431,4.322796824878086
-4.13375,4.320821110997479
-4.12641,4.3267527050874355
-4.1224,4.324031457266959
-4.11691,4.325684473126727
-4.11179,4.3204175284607835
-4.10685,4.322172468227844
-4.1006599999999995,4.33117670980443
-4.0915,4.32698828705038
-4.08211,4.327227016238235
-4.0808300000000015,4.332214730424979
-4.07921,4.326693385633232
-4.06033,4.3233796396903825
-4.0517199999999995,4.326756238178067
-4.04256,4.325197347679274
-4.03495,4.325552337747755
-4.03412,4.320344417466105
-4.02399,4.321806119221195
-4.01903,4.328265842247551
-4.01259,4.328766791071053
-3.9866099999999998,4.326955765654583
-3.9763699999999997,4.331445676429499
-3.97117,4.327500662089741
-3.969,4.317064261526847
-3.9664099999999998,4.325866189953729
-3.9559,4.326023042164109
-3.9506099999999997,4.324621572508693
-3.94755,4.331015892109683
-3.92352,4.327901308892973
-3.92211,4.329550063714069
-3.9134300000000004,4.328308089077662
-3.9073,4.330534008710465
-3.90418,4.327512789488904
-3.9015699999999995,4.332184435229378
-3.8915699999999998,4.327833817761963
-3.8873,4.327223769109975
-3.88199,4.331454332920601
-3.87879,4.335602635499248
-3.8637599999999996,4.331339397982072
-3.8431699999999998,4.331518646246931
-3.8396800000000004,4.332618615615965
-3.8339199999999996,4.334987070715477
-3.8327699999999996,4.3359688441636814
-3.7949900000000003,4.335187340859617
-3.7851,4.3339262161914895
-3.7841699999999996,4.336150423195118
-3.7829900000000003,4.339351744766887
-3.77084,4.336297973760274
-3.7705800000000003,4.339550178256317
-3.7496099999999997,4.341891878708068
-3.73421,4.3386944247575
-3.72367,4.344869951849255
-3.72106,4.344580540373263
-3.71095,4.344322029072576
-3.6968099999999997,4.346675227524918
-3.67847,4.351380004964453
-3.6722300000000003,4.352248142741473
-3.66456,4.346523892890389
-3.6537300000000004,4.348868604464959
-3.6535300000000004,4.351999445341431
-3.65105,4.3508233883233025
-3.64825,4.354530374348254
-3.6465300000000003,4.352424672981821
-3.6438800000000002,4.354942635507042
-3.6235199999999996,4.356297944303114
-3.61784,4.361398085260354
-3.61781,4.3613308546223415
-3.6099900000000003,4.361046580219889
-3.6097599999999996,4.365686283283846
-3.60969,4.364134336322012
-3.6078699999999997,4.3648013831075
-3.60045,4.3623018309966435
-3.59606,4.364034620128239
-3.5951699999999995,4.364150854076617
-3.58745,4.363426428369573
-3.58702,4.364649970424645
-3.5802099999999997,4.3699517590055565
-3.57765,4.373239110260911
-3.57524,4.364515312950597
-3.57164,4.368286620165856
-3.5705699999999996,4.36850574372931
-3.5592,4.368308240940284
-3.55884,4.36654107659198
-3.55188,4.369037220578685
-3.54432,4.374243583474625
-3.51115,4.380028012534649
-3.5101199999999997,4.3800119470790655
-3.50201,4.381448467712217
-3.49894,4.38446964118063
-3.4956099999999997,4.385797516384114
-3.4814300000000005,4.386745639261071
-3.4759300000000004,4.381645183821272
-3.4681699999999998,4.3879925840449525
-3.46392,4.389626729764715
-3.46282,4.389861546348726
-3.4599599999999997,4.387685615095571
-3.4500300000000004,4.385433643279138
-3.44361,4.398723585488769
-3.44153,4.391270611040252
-3.43338,4.3966743903170356
-3.4159800000000002,4.406506597233696
-3.4031,4.408938381105312
-3.40303,4.410163422002935
-3.4009,4.408374456340547
-3.39295,4.408852827937626
-3.3897,4.414018482702643
-3.38931,4.416621240816075
-3.38383,4.411710787960177
-3.38375,4.4137969326779345
-3.3820900000000003,4.42339473206469
-3.38099,4.423398439578201
-3.3797699999999997,4.427690857400351
-3.35365,4.434653876187188
-3.3430800000000005,4.434771851263008
-3.32234,4.4349184235562795
-3.32079,4.4378588455452395
-3.3127800000000005,4.4392795174084565
-3.29874,4.449279382378534
-3.27946,4.44644696771179
-3.27515,4.445350853044556
-3.26761,4.450989316704072
-3.2633,4.453289510103583
-3.26278,4.450632088228775
-3.25671,4.454481350164135
-3.2566599999999997,4.453841445628586
-3.24369,4.4569018077848135
-3.24087,4.456004482862929
-3.23869,4.460314490620644
-3.22646,4.46170593675831
-3.22077,4.466937166003813
-3.21916,4.464945469230509
-3.21569,4.464635486514044
-3.21496,4.461947020322128
-3.19548,4.466150172185552
-3.19026,4.466455931970932
-3.17407,4.471617811731461
-3.17339,4.471511174567894
-3.17285,4.468835344337793
-3.1722900000000003,4.47076644884355
-3.16932,4.471253020110383
-3.1482799999999997,4.4683132162906025
-3.1467,4.473528956304393
-3.13437,4.475074263452648
-3.1331,4.4796274739191455
-3.13115,4.479313080422904
-3.13007,4.474671043944124
-3.11895,4.474829920014846
-3.1124099999999997,4.478144922311267
-3.1019,4.4768532250115145
-3.0998,4.477385453509711
-3.07837,4.485823684477811
-3.07432,4.486379043834846
-3.06868,4.489944047767949
-3.0638900000000002,4.4897318295258115
-3.05987,4.493055501492759
-3.05772,4.487526413806721
-3.05704,4.489973012587951
-3.05432,4.491490080729452
-3.03329,4.493628693810084
-3.03235,4.4948986921211
-3.02956,4.497628834631563
-3.0278,4.496433837607749
-3.0259099999999997,4.4957887441330575
-3.01518,4.502109583574233
-2.99946,4.509066191095686
-2.98849,4.507326134379527
-2.9830200000000002,4.5048831504420415
-2.97234,4.507522542548448
-2.9676400000000003,4.512949823970273
-2.9662599999999997,4.511366051208338
-2.9618,4.50840705031031
-2.95439,4.511055179130508
-2.95328,4.509357964181892
-2.94323,4.510694486884054
-2.92837,4.5124438556829345
-2.9272,4.512337470774042
-2.91227,4.518790123688765
-2.91059,4.516523901374823
-2.90805,4.524695054695773
-2.9030099999999996,4.522441727093956
-2.8916,4.528140894664225
-2.88522,4.521546399398522
-2.87475,4.525203689201866
-2.86521,4.522651117413224
-2.86438,4.526727228567126
-2.85372,4.526940387643439
-2.8536599999999996,4.52726890927842
-2.8438,4.526436309826624
-2.83778,4.526182540762344
-2.8324599999999998,4.526045039282599
-2.8311,4.529776774442335
-2.82801,4.532585530089303
-2.82754,4.528797263846343
-2.8193099999999998,4.528887143179831
-2.7755799999999997,4.540300120206002
-2.7505900000000003,4.546971221097107
-2.74037,4.551560356132249
-2.73064,4.552051622594796
-2.72638,4.549847665629141
-2.71462,4.545619792022022
-2.71083,4.549495353618254
-2.70962,4.547321870930061
-2.70227,4.552160522279741
-2.6988,4.551934019640393
-2.6867799999999997,4.55099353689685
-2.68553,4.5522727560889145
-2.6842,4.553423808988661
-2.68292,4.554787440522218
-2.68169,4.551359907109966
-2.6771599999999998,4.55261953859827
-2.67625,4.5507875698383655
-2.66757,4.554284646733282
-2.66324,4.554441836767874
-2.64641,4.557389129512489
-2.63575,4.551404309507385
-2.6205,4.55456632027964
-2.6143,4.5565208193173605
-2.61328,4.556402955588585
-2.60973,4.560109181078302
-2.60358,4.566028658713999
-2.59927,4.567602316195623
-2.58188,4.5648442811982335
-2.57647,4.560219403050923
-2.53022,4.562351656638813
-2.52273,4.566537503845221
-2.51273,4.574999587476354
-2.5071,4.569576170042138
-2.49189,4.572776215639179
-2.48832,4.576764093637052
-2.4798400000000003,4.57390509779474
-2.47445,4.585043163165227
-2.46563,4.5867091400565965
-2.45618,4.5871444499045255
-2.43213,4.588310941530081
-2.43114,4.587631759025607
-2.4256900000000003,4.5784385116864765
-2.42426,4.587906785009437
-2.41791,4.592563332209544
-2.41134,4.591017673413028
-2.39365,4.590844938570351
-2.38556,4.59592903309532
-2.3848700000000003,4.595089425167995
-2.38377,4.59399531948905
-2.3817,4.5996009147105585
-2.3761400000000004,4.601933352002157
-2.37217,4.596740591223077
-2.36036,4.593398603167581
-2.35755,4.597301379895575
-2.33268,4.606599549257122
-2.3237900000000002,4.603887087767038
